Date,Prediction,Actual,Delta,Comment
2017-10-09,18.0,28.0,-10.0,Under-Predicted
2017-10-10,27.0,22.0,5.0,Over-Predicted
2017-10-11,37.0,26.0,11.0,Over-Predicted
2017-10-12,27.0,27.0,0.0,Predicted
2017-10-13,25.0,25.0,0.0,Predicted
2017-10-14,27.0,27.0,0.0,Predicted
2017-10-15,40.0,39.0,1.0,Over-Predicted
2017-10-16,39.0,34.0,5.0,Over-Predicted
2017-10-17,42.0,26.0,16.0,Over-Predicted
2017-10-18,40.0,32.0,8.0,Over-Predicted
2017-10-19,10.0,29.0,-19.0,Under-Predicted
2017-10-20,23.0,24.0,-1.0,Under-Predicted
2017-10-21,28.0,28.0,0.0,Predicted
2017-10-22,32.0,32.0,0.0,Predicted
2017-10-23,36.0,31.0,5.0,Over-Predicted
2017-10-24,33.0,33.0,0.0,Predicted
2017-10-25,24.0,24.0,0.0,Predicted
2017-10-26,37.0,37.0,0.0,Predicted
2017-10-27,28.0,28.0,0.0,Predicted
2017-10-28,1.0,29.0,-28.0,Under-Predicted
2017-10-29,30.0,30.0,0.0,Predicted
2017-10-30,30.0,30.0,0.0,Predicted
2017-10-31,26.0,26.0,0.0,Predicted
2017-11-01,29.0,29.0,0.0,Predicted
2017-11-02,34.0,27.0,7.0,Over-Predicted
2017-11-03,34.0,35.0,-1.0,Under-Predicted
2017-11-04,24.0,24.0,0.0,Predicted
2017-11-05,30.0,25.0,5.0,Over-Predicted
2017-11-06,12.0,20.0,-8.0,Under-Predicted
2017-11-07,25.0,22.0,3.0,Over-Predicted
2017-11-08,27.0,27.0,0.0,Predicted
2017-11-09,20.0,20.0,0.0,Predicted
2017-11-10,24.0,24.0,0.0,Predicted
2017-11-11,26.0,26.0,0.0,Predicted
2017-11-12,0.0,24.0,-24.0,Under-Predicted
2017-11-13,0.0,18.0,-18.0,Under-Predicted
2017-11-14,27.0,27.0,0.0,Predicted
2017-11-15,18.0,18.0,0.0,Predicted
2017-11-16,14.0,27.0,-13.0,Under-Predicted
2017-11-17,29.0,29.0,0.0,Predicted
2017-11-18,28.0,28.0,0.0,Predicted
2017-11-19,22.0,22.0,0.0,Predicted
2017-11-20,28.0,27.0,1.0,Over-Predicted
2017-11-21,31.0,31.0,0.0,Predicted
2017-11-22,27.0,29.0,-2.0,Under-Predicted
2017-11-23,41.0,29.0,12.0,Over-Predicted
2017-11-24,26.0,19.0,7.0,Over-Predicted
2017-11-25,28.0,22.0,6.0,Over-Predicted
2017-11-26,21.0,21.0,0.0,Predicted
2017-11-27,25.0,25.0,0.0,Predicted
2017-11-28,21.0,21.0,0.0,Predicted
2017-11-29,14.0,26.0,-12.0,Under-Predicted
2017-11-30,13.0,24.0,-11.0,Under-Predicted
2017-12-01,11.0,24.0,-13.0,Under-Predicted
2017-12-02,26.0,26.0,0.0,Predicted
2017-12-03,46.0,27.0,19.0,Over-Predicted
2017-12-04,27.0,24.0,3.0,Over-Predicted
2017-12-05,34.0,31.0,3.0,Over-Predicted
2017-12-06,32.0,32.0,0.0,Predicted
2017-12-07,29.0,25.0,4.0,Over-Predicted
2017-12-08,0.0,31.0,-31.0,Under-Predicted
2017-12-09,24.0,24.0,0.0,Predicted
2017-12-10,29.0,29.0,0.0,Predicted
2017-12-11,7.0,32.0,-25.0,Under-Predicted
2017-12-12,32.0,32.0,0.0,Predicted
2017-12-13,35.0,35.0,0.0,Predicted
2017-12-14,30.0,30.0,0.0,Predicted
2017-12-15,28.0,31.0,-3.0,Under-Predicted
2017-12-16,30.0,30.0,0.0,Predicted
2017-12-17,30.0,30.0,0.0,Predicted
2017-12-18,30.0,30.0,0.0,Predicted
2017-12-19,34.0,34.0,0.0,Predicted
2017-12-20,12.0,31.0,-19.0,Under-Predicted
2017-12-21,11.0,26.0,-15.0,Under-Predicted
2017-12-22,10.0,28.0,-18.0,Under-Predicted
2017-12-23,22.0,19.0,3.0,Over-Predicted
2017-12-24,27.0,27.0,0.0,Predicted
2017-12-25,34.0,21.0,13.0,Over-Predicted
2017-12-26,23.0,27.0,-4.0,Under-Predicted
2017-12-27,40.0,21.0,19.0,Over-Predicted
2017-12-28,32.0,25.0,7.0,Over-Predicted
2017-12-29,23.0,23.0,0.0,Predicted
2017-12-30,29.0,28.0,1.0,Over-Predicted
2017-12-31,18.0,18.0,0.0,Predicted
2018-01-01,26.0,25.0,1.0,Over-Predicted
2018-01-02,22.0,17.0,5.0,Over-Predicted
2018-01-03,24.0,21.0,3.0,Over-Predicted
2018-01-04,27.0,22.0,5.0,Over-Predicted
2018-01-05,44.0,21.0,23.0,Over-Predicted
2018-01-06,30.0,30.0,0.0,Predicted
2018-01-07,32.0,32.0,0.0,Predicted
2018-01-08,26.0,26.0,0.0,Predicted
2018-01-09,31.0,25.0,6.0,Over-Predicted
2018-01-10,20.0,20.0,0.0,Predicted
2018-01-11,20.0,20.0,0.0,Predicted
2018-01-12,18.0,18.0,0.0,Predicted
2018-01-13,23.0,16.0,7.0,Over-Predicted
2018-01-14,1.0,18.0,-17.0,Under-Predicted
2018-01-15,10.0,14.0,-4.0,Under-Predicted
2018-01-16,22.0,22.0,0.0,Predicted
2018-01-17,0.0,26.0,-26.0,Under-Predicted
2018-01-18,17.0,25.0,-8.0,Under-Predicted
2018-01-19,23.0,23.0,0.0,Predicted
2018-01-20,17.0,30.0,-13.0,Under-Predicted
2018-01-21,0.0,26.0,-26.0,Under-Predicted
2018-01-22,4.0,24.0,-20.0,Under-Predicted
2018-01-23,17.0,17.0,0.0,Predicted
2018-01-24,18.0,18.0,0.0,Predicted
2018-01-25,22.0,22.0,0.0,Predicted
2018-01-26,22.0,22.0,0.0,Predicted
2018-01-27,29.0,20.0,9.0,Over-Predicted
2018-01-28,21.0,21.0,0.0,Predicted
2018-01-29,23.0,23.0,0.0,Predicted
2018-01-30,13.0,25.0,-12.0,Under-Predicted
2018-01-31,31.0,31.0,0.0,Predicted
2018-02-01,21.0,27.0,-6.0,Under-Predicted
2018-02-02,20.0,19.0,1.0,Over-Predicted
2018-02-03,20.0,20.0,0.0,Predicted
2018-02-04,36.0,29.0,7.0,Over-Predicted
2018-02-05,19.0,28.0,-9.0,Under-Predicted
2018-02-06,43.0,27.0,16.0,Over-Predicted
2018-02-07,29.0,29.0,0.0,Predicted
2018-02-08,32.0,32.0,0.0,Predicted
2018-02-09,24.0,36.0,-12.0,Under-Predicted
2018-02-10,43.0,31.0,12.0,Over-Predicted
2018-02-11,31.0,30.0,1.0,Over-Predicted
2018-02-12,34.0,34.0,0.0,Predicted
2018-02-13,33.0,32.0,1.0,Over-Predicted
2018-02-14,25.0,22.0,3.0,Over-Predicted
2018-02-15,27.0,27.0,0.0,Predicted
2018-02-16,36.0,27.0,9.0,Over-Predicted
2018-02-17,14.0,31.0,-17.0,Under-Predicted
2018-02-18,32.0,25.0,7.0,Over-Predicted
2018-02-19,25.0,25.0,0.0,Predicted
2018-02-20,32.0,28.0,4.0,Over-Predicted
2018-02-21,16.0,23.0,-7.0,Under-Predicted
2018-02-22,29.0,29.0,0.0,Predicted
2018-02-23,22.0,29.0,-7.0,Under-Predicted
2018-02-24,28.0,28.0,0.0,Predicted
2018-02-25,20.0,25.0,-5.0,Under-Predicted
2018-02-26,28.0,28.0,0.0,Predicted
2018-02-27,41.0,32.0,9.0,Over-Predicted
2018-02-28,26.0,31.0,-5.0,Under-Predicted
2018-03-01,26.0,26.0,0.0,Predicted
2018-03-02,13.0,19.0,-6.0,Under-Predicted
2018-03-03,24.0,24.0,0.0,Predicted
2018-03-04,17.0,26.0,-9.0,Under-Predicted
2018-03-05,21.0,21.0,0.0,Predicted
2018-03-06,15.0,20.0,-5.0,Under-Predicted
2018-03-07,27.0,23.0,4.0,Over-Predicted
2018-03-08,31.0,27.0,4.0,Over-Predicted
2018-03-09,0.0,26.0,-26.0,Under-Predicted
2018-03-10,0.0,29.0,-29.0,Under-Predicted
2018-03-11,29.0,29.0,0.0,Predicted
2018-03-12,33.0,28.0,5.0,Over-Predicted
2018-03-13,19.0,28.0,-9.0,Under-Predicted
2018-03-14,28.0,28.0,0.0,Predicted
2018-03-15,26.0,26.0,0.0,Predicted
2018-03-16,29.0,29.0,0.0,Predicted
2018-03-17,32.0,32.0,0.0,Predicted
2018-03-18,16.0,24.0,-8.0,Under-Predicted
2018-03-19,9.0,23.0,-14.0,Under-Predicted
2018-03-20,26.0,27.0,-1.0,Under-Predicted
2018-03-21,35.0,35.0,0.0,Predicted
2018-03-22,34.0,29.0,5.0,Over-Predicted
2018-03-23,28.0,28.0,0.0,Predicted
2018-03-24,47.0,32.0,15.0,Over-Predicted
2018-03-25,26.0,26.0,0.0,Predicted
2018-03-26,29.0,29.0,0.0,Predicted
2018-03-27,22.0,22.0,0.0,Predicted
2018-03-28,23.0,23.0,0.0,Predicted
2018-03-29,27.0,27.0,0.0,Predicted
2018-03-30,31.0,31.0,0.0,Predicted
2018-03-31,32.0,32.0,0.0,Predicted
2018-04-01,29.0,31.0,-2.0,Under-Predicted
2018-04-02,60.0,33.0,27.0,Over-Predicted
2018-04-03,20.0,32.0,-12.0,Under-Predicted
2018-04-04,39.0,30.0,9.0,Over-Predicted
2018-04-05,21.0,25.0,-4.0,Under-Predicted
2018-04-06,30.0,30.0,0.0,Predicted
2018-04-07,32.0,29.0,3.0,Over-Predicted
2018-04-08,39.0,27.0,12.0,Over-Predicted
2018-04-09,26.0,26.0,0.0,Predicted
2018-04-10,32.0,29.0,3.0,Over-Predicted
2018-04-11,58.0,29.0,29.0,Over-Predicted
2018-04-12,23.0,32.0,-9.0,Under-Predicted
2018-04-13,23.0,23.0,0.0,Predicted
2018-04-14,24.0,27.0,-3.0,Under-Predicted
2018-04-15,28.0,28.0,0.0,Predicted
2018-04-16,21.0,21.0,0.0,Predicted
2018-04-17,9.0,23.0,-14.0,Under-Predicted
2018-04-18,26.0,26.0,0.0,Predicted
2018-04-19,29.0,21.0,8.0,Over-Predicted
2018-04-20,24.0,24.0,0.0,Predicted
2018-04-21,17.0,21.0,-4.0,Under-Predicted
2018-04-22,27.0,27.0,0.0,Predicted
2018-04-23,28.0,28.0,0.0,Predicted
2018-04-24,28.0,28.0,0.0,Predicted
2018-04-25,30.0,30.0,0.0,Predicted
2018-04-26,17.0,36.0,-19.0,Under-Predicted
2018-04-27,32.0,32.0,0.0,Predicted
2018-04-28,27.0,27.0,0.0,Predicted
2018-04-29,16.0,24.0,-8.0,Under-Predicted
2018-04-30,28.0,28.0,0.0,Predicted
2018-05-01,14.0,25.0,-11.0,Under-Predicted
2018-05-02,28.0,28.0,0.0,Predicted
2018-05-03,45.0,29.0,16.0,Over-Predicted
2018-05-04,33.0,33.0,0.0,Predicted
2018-05-05,39.0,29.0,10.0,Over-Predicted
2018-05-06,39.0,31.0,8.0,Over-Predicted
2018-05-07,23.0,25.0,-2.0,Under-Predicted
2018-05-08,33.0,33.0,0.0,Predicted
2018-05-09,23.0,23.0,0.0,Predicted
2018-05-10,24.0,26.0,-2.0,Under-Predicted
2018-05-11,30.0,26.0,4.0,Over-Predicted
2018-05-12,32.0,32.0,0.0,Predicted
2018-05-13,22.0,22.0,0.0,Predicted
2018-05-14,24.0,24.0,0.0,Predicted
2018-05-15,45.0,25.0,20.0,Over-Predicted
2018-05-16,27.0,27.0,0.0,Predicted
2018-05-17,35.0,32.0,3.0,Over-Predicted
2018-05-18,40.0,30.0,10.0,Over-Predicted
2018-05-19,17.0,23.0,-6.0,Under-Predicted
2018-05-20,31.0,31.0,0.0,Predicted
2018-05-21,20.0,27.0,-7.0,Under-Predicted
2018-05-22,32.0,32.0,0.0,Predicted
2018-05-23,28.0,28.0,0.0,Predicted
2018-05-24,18.0,29.0,-11.0,Under-Predicted
2018-05-25,22.0,22.0,0.0,Predicted
2018-05-26,20.0,24.0,-4.0,Under-Predicted
2018-05-27,26.0,26.0,0.0,Predicted
2018-05-28,3.0,22.0,-19.0,Under-Predicted
2018-05-29,14.0,24.0,-10.0,Under-Predicted
2018-05-30,31.0,29.0,2.0,Over-Predicted
2018-05-31,51.0,29.0,22.0,Over-Predicted
2018-06-01,29.0,29.0,0.0,Predicted
2018-06-02,27.0,23.0,4.0,Over-Predicted
2018-06-03,29.0,29.0,0.0,Predicted
2018-06-04,30.0,30.0,0.0,Predicted
2018-06-05,9.0,19.0,-10.0,Under-Predicted
2018-06-06,17.0,29.0,-12.0,Under-Predicted
2018-06-07,26.0,26.0,0.0,Predicted
2018-06-08,39.0,30.0,9.0,Over-Predicted
2018-06-09,29.0,21.0,8.0,Over-Predicted
2018-06-10,31.0,26.0,5.0,Over-Predicted
2018-06-11,35.0,29.0,6.0,Over-Predicted
2018-06-12,16.0,30.0,-14.0,Under-Predicted
2018-06-13,31.0,26.0,5.0,Over-Predicted
2018-06-14,0.0,28.0,-28.0,Under-Predicted
2018-06-15,28.0,28.0,0.0,Predicted
2018-06-16,34.0,34.0,0.0,Predicted
2018-06-17,46.0,29.0,17.0,Over-Predicted
2018-06-18,27.0,27.0,0.0,Predicted
2018-06-19,44.0,23.0,21.0,Over-Predicted
2018-06-20,28.0,28.0,0.0,Predicted
2018-06-21,15.0,33.0,-18.0,Under-Predicted
2018-06-22,0.0,31.0,-31.0,Under-Predicted
