Park,Date/Time,Wait Time
Universal Studios Singapore,2024-11-01 16:20:00,34
Universal Studios Singapore,2024-11-01 16:25:00,33
Universal Studios Singapore,2024-11-01 16:30:00,32
Universal Studios Singapore,2024-11-01 16:35:00,32
Universal Studios Singapore,2024-11-01 16:40:00,31
Universal Studios Singapore,2024-11-01 16:45:00,26
Universal Studios Singapore,2024-11-01 16:50:00,26
Universal Studios Singapore,2024-11-01 16:55:00,22
Universal Studios Singapore,2024-11-01 19:15:00,5
Universal Studios Singapore,2024-11-01 19:20:00,5
Universal Studios Singapore,2024-11-01 19:25:00,10
Universal Studios Singapore,2024-11-01 19:35:00,14
Universal Studios Singapore,2024-11-01 19:40:00,16
Universal Studios Singapore,2024-11-01 19:45:00,17
Universal Studios Singapore,2024-11-01 19:50:00,17
Universal Studios Singapore,2024-11-01 19:55:00,18
Universal Studios Singapore,2024-11-01 20:00:00,20
Universal Studios Singapore,2024-11-01 20:05:00,18
Universal Studios Singapore,2024-11-01 20:10:00,21
Universal Studios Singapore,2024-11-01 20:15:00,23
Universal Studios Singapore,2024-11-01 20:20:00,25
Universal Studios Singapore,2024-11-01 20:25:00,25
Universal Studios Singapore,2024-11-01 20:30:00,25
Universal Studios Singapore,2024-11-01 20:35:00,25
Universal Studios Singapore,2024-11-01 20:40:00,24
Universal Studios Singapore,2024-11-01 20:45:00,26
Universal Studios Singapore,2024-11-01 20:55:00,26
Universal Studios Singapore,2024-11-01 21:00:00,26
Universal Studios Singapore,2024-11-01 21:05:00,26
Universal Studios Singapore,2024-11-01 21:10:00,27
Universal Studios Singapore,2024-11-01 21:15:00,28
Universal Studios Singapore,2024-11-01 21:20:00,29
Universal Studios Singapore,2024-11-01 21:25:00,29
Universal Studios Singapore,2024-11-01 21:30:00,29
Universal Studios Singapore,2024-11-01 21:40:00,27
Universal Studios Singapore,2024-11-01 21:45:00,27
Universal Studios Singapore,2024-11-01 21:50:00,27
Universal Studios Singapore,2024-11-01 22:00:00,29
Universal Studios Singapore,2024-11-01 22:05:00,30
Universal Studios Singapore,2024-11-01 22:10:00,30
Universal Studios Singapore,2024-11-01 22:15:00,29
Universal Studios Singapore,2024-11-01 22:20:00,29
Universal Studios Singapore,2024-11-01 22:25:00,28
Universal Studios Singapore,2024-11-01 22:30:00,27
Universal Studios Singapore,2024-11-01 22:35:00,27
Universal Studios Singapore,2024-11-01 22:40:00,27
Universal Studios Singapore,2024-11-01 22:45:00,28
Universal Studios Singapore,2024-11-01 22:50:00,28
Universal Studios Singapore,2024-11-01 22:55:00,28
Universal Studios Singapore,2024-11-01 23:00:00,26
Universal Studios Singapore,2024-11-01 23:05:00,26
Universal Studios Singapore,2024-11-01 23:10:00,26
Universal Studios Singapore,2024-11-01 23:15:00,26
Universal Studios Singapore,2024-11-01 23:20:00,26
Universal Studios Singapore,2024-11-01 23:25:00,26
Universal Studios Singapore,2024-11-01 23:30:00,26
Universal Studios Singapore,2024-11-01 23:35:00,24
Universal Studios Singapore,2024-11-01 23:40:00,23
Universal Studios Singapore,2024-11-01 23:45:00,23
Universal Studios Singapore,2024-11-01 23:50:00,23
Universal Studios Singapore,2024-11-02 10:00:00,7
Universal Studios Singapore,2024-11-02 10:05:00,9
Universal Studios Singapore,2024-11-02 10:10:00,9
Universal Studios Singapore,2024-11-02 10:15:00,11
Universal Studios Singapore,2024-11-02 10:20:00,11
Universal Studios Singapore,2024-11-02 10:25:00,11
Universal Studios Singapore,2024-11-02 10:30:00,12
Universal Studios Singapore,2024-11-02 10:40:00,13
Universal Studios Singapore,2024-11-02 10:50:00,14
Universal Studios Singapore,2024-11-02 10:55:00,16
Universal Studios Singapore,2024-11-02 11:00:00,17
Universal Studios Singapore,2024-11-02 11:05:00,18
Universal Studios Singapore,2024-11-02 11:10:00,20
Universal Studios Singapore,2024-11-02 11:15:00,19
Universal Studios Singapore,2024-11-02 11:20:00,20
Universal Studios Singapore,2024-11-02 11:25:00,21
Universal Studios Singapore,2024-11-02 11:30:00,23
Universal Studios Singapore,2024-11-02 11:35:00,23
Universal Studios Singapore,2024-11-02 11:40:00,24
Universal Studios Singapore,2024-11-02 11:45:00,24
Universal Studios Singapore,2024-11-02 11:50:00,25
Universal Studios Singapore,2024-11-02 11:55:00,23
Universal Studios Singapore,2024-11-02 12:00:00,25
Universal Studios Singapore,2024-11-02 12:05:00,25
Universal Studios Singapore,2024-11-02 12:10:00,22
Universal Studios Singapore,2024-11-02 12:15:00,22
Universal Studios Singapore,2024-11-02 12:25:00,23
Universal Studios Singapore,2024-11-02 12:30:00,25
Universal Studios Singapore,2024-11-02 12:35:00,25
Universal Studios Singapore,2024-11-02 12:40:00,25
Universal Studios Singapore,2024-11-02 12:45:00,24
Universal Studios Singapore,2024-11-02 12:50:00,22
Universal Studios Singapore,2024-11-02 12:55:00,22
Universal Studios Singapore,2024-11-02 13:00:00,21
Universal Studios Singapore,2024-11-02 13:05:00,21
Universal Studios Singapore,2024-11-02 13:10:00,21
Universal Studios Singapore,2024-11-02 13:15:00,21
Universal Studios Singapore,2024-11-02 13:20:00,21
Universal Studios Singapore,2024-11-02 13:25:00,21
Universal Studios Singapore,2024-11-02 13:30:00,22
Universal Studios Singapore,2024-11-02 13:35:00,20
Universal Studios Singapore,2024-11-02 13:45:00,22
Universal Studios Singapore,2024-11-02 13:50:00,21
Universal Studios Singapore,2024-11-02 13:55:00,21
Universal Studios Singapore,2024-11-02 14:00:00,21
Universal Studios Singapore,2024-11-02 14:05:00,21
Universal Studios Singapore,2024-11-02 14:10:00,20
Universal Studios Singapore,2024-11-02 14:15:00,14
Universal Studios Singapore,2024-11-02 14:20:00,12
Universal Studios Singapore,2024-11-02 14:25:00,16
Universal Studios Singapore,2024-11-02 14:30:00,22
Universal Studios Singapore,2024-11-02 14:35:00,22
Universal Studios Singapore,2024-11-02 14:40:00,18
Universal Studios Singapore,2024-11-02 14:45:00,22
Universal Studios Singapore,2024-11-02 14:50:00,18
Universal Studios Singapore,2024-11-02 15:00:00,18
Universal Studios Singapore,2024-11-02 15:05:00,18
Universal Studios Singapore,2024-11-02 15:10:00,19
Universal Studios Singapore,2024-11-02 15:15:00,16
Universal Studios Singapore,2024-11-02 15:20:00,16
Universal Studios Singapore,2024-11-02 15:25:00,17
Universal Studios Singapore,2024-11-02 15:30:00,15
Universal Studios Singapore,2024-11-02 15:45:00,16
Universal Studios Singapore,2024-11-02 15:50:00,16
Universal Studios Singapore,2024-11-02 15:55:00,15
Universal Studios Singapore,2024-11-02 16:00:00,14
Universal Studios Singapore,2024-11-02 16:05:00,15
Universal Studios Singapore,2024-11-02 16:10:00,19
Universal Studios Singapore,2024-11-02 16:15:00,19
Universal Studios Singapore,2024-11-02 16:20:00,19
Universal Studios Singapore,2024-11-02 16:25:00,17
Universal Studios Singapore,2024-11-02 16:30:00,17
Universal Studios Singapore,2024-11-02 16:35:00,17
Universal Studios Singapore,2024-11-02 16:40:00,17
Universal Studios Singapore,2024-11-02 16:45:00,16
Universal Studios Singapore,2024-11-02 16:50:00,15
Universal Studios Singapore,2024-11-02 16:55:00,14
Universal Studios Singapore,2024-11-02 19:15:00,5
Universal Studios Singapore,2024-11-02 19:20:00,5
Universal Studios Singapore,2024-11-02 19:25:00,13
Universal Studios Singapore,2024-11-02 19:30:00,18
Universal Studios Singapore,2024-11-02 19:35:00,16
Universal Studios Singapore,2024-11-02 19:40:00,18
Universal Studios Singapore,2024-11-02 19:45:00,22
Universal Studios Singapore,2024-11-02 19:50:00,28
Universal Studios Singapore,2024-11-02 19:55:00,32
Universal Studios Singapore,2024-11-02 20:00:00,34
Universal Studios Singapore,2024-11-02 20:05:00,34
Universal Studios Singapore,2024-11-02 20:10:00,34
Universal Studios Singapore,2024-11-02 20:15:00,34
Universal Studios Singapore,2024-11-02 20:20:00,35
Universal Studios Singapore,2024-11-02 20:25:00,32
Universal Studios Singapore,2024-11-02 20:30:00,35
Universal Studios Singapore,2024-11-02 20:35:00,35
Universal Studios Singapore,2024-11-02 20:40:00,35
Universal Studios Singapore,2024-11-02 20:45:00,35
Universal Studios Singapore,2024-11-02 20:50:00,32
Universal Studios Singapore,2024-11-02 20:55:00,33
Universal Studios Singapore,2024-11-02 21:00:00,33
Universal Studios Singapore,2024-11-02 21:10:00,35
Universal Studios Singapore,2024-11-02 21:15:00,33
Universal Studios Singapore,2024-11-02 21:20:00,33
Universal Studios Singapore,2024-11-02 21:25:00,32
Universal Studios Singapore,2024-11-02 21:30:00,35
Universal Studios Singapore,2024-11-02 21:35:00,33
Universal Studios Singapore,2024-11-02 21:40:00,32
Universal Studios Singapore,2024-11-02 21:45:00,32
Universal Studios Singapore,2024-11-02 21:50:00,33
Universal Studios Singapore,2024-11-02 21:55:00,36
Universal Studios Singapore,2024-11-02 22:00:00,34
Universal Studios Singapore,2024-11-02 22:05:00,35
Universal Studios Singapore,2024-11-02 22:10:00,34
Universal Studios Singapore,2024-11-02 22:15:00,35
Universal Studios Singapore,2024-11-02 22:20:00,35
Universal Studios Singapore,2024-11-02 22:25:00,35
Universal Studios Singapore,2024-11-02 22:30:00,34
Universal Studios Singapore,2024-11-02 22:35:00,33
Universal Studios Singapore,2024-11-02 22:40:00,32
Universal Studios Singapore,2024-11-02 22:45:00,30
Universal Studios Singapore,2024-11-02 22:50:00,28
Universal Studios Singapore,2024-11-02 22:55:00,28
Universal Studios Singapore,2024-11-02 23:00:00,27
Universal Studios Singapore,2024-11-02 23:05:00,27
Universal Studios Singapore,2024-11-02 23:10:00,29
Universal Studios Singapore,2024-11-02 23:15:00,28
Universal Studios Singapore,2024-11-02 23:20:00,25
Universal Studios Singapore,2024-11-02 23:25:00,25
Universal Studios Singapore,2024-11-02 23:30:00,23
Universal Studios Singapore,2024-11-02 23:35:00,23
Universal Studios Singapore,2024-11-02 23:45:00,23
Universal Studios Singapore,2024-11-02 23:50:00,21
Universal Studios Singapore,2024-11-03 10:40:00,9
Universal Studios Singapore,2024-11-03 10:45:00,9
Universal Studios Singapore,2024-11-03 10:50:00,10
Universal Studios Singapore,2024-11-03 10:55:00,11
Universal Studios Singapore,2024-11-03 11:00:00,11
Universal Studios Singapore,2024-11-03 11:05:00,11
Universal Studios Singapore,2024-11-03 11:10:00,12
Universal Studios Singapore,2024-11-03 11:15:00,14
Universal Studios Singapore,2024-11-03 11:20:00,14
Universal Studios Singapore,2024-11-03 11:25:00,16
Universal Studios Singapore,2024-11-03 11:30:00,16
Universal Studios Singapore,2024-11-03 11:35:00,16
Universal Studios Singapore,2024-11-03 11:40:00,17
Universal Studios Singapore,2024-11-03 11:45:00,19
Universal Studios Singapore,2024-11-03 11:50:00,19
Universal Studios Singapore,2024-11-03 11:55:00,17
Universal Studios Singapore,2024-11-03 12:00:00,17
Universal Studios Singapore,2024-11-03 12:05:00,18
Universal Studios Singapore,2024-11-03 12:10:00,19
Universal Studios Singapore,2024-11-03 12:15:00,18
Universal Studios Singapore,2024-11-03 12:20:00,18
Universal Studios Singapore,2024-11-03 12:25:00,18
Universal Studios Singapore,2024-11-03 12:30:00,16
Universal Studios Singapore,2024-11-03 12:35:00,16
Universal Studios Singapore,2024-11-03 12:40:00,13
Universal Studios Singapore,2024-11-03 12:45:00,13
Universal Studios Singapore,2024-11-03 12:50:00,10
Universal Studios Singapore,2024-11-03 12:55:00,10
Universal Studios Singapore,2024-11-03 13:00:00,10
Universal Studios Singapore,2024-11-03 13:05:00,9
Universal Studios Singapore,2024-11-03 13:10:00,9
Universal Studios Singapore,2024-11-03 13:15:00,10
Universal Studios Singapore,2024-11-03 13:20:00,10
Universal Studios Singapore,2024-11-03 13:25:00,10
Universal Studios Singapore,2024-11-03 13:30:00,10
Universal Studios Singapore,2024-11-03 13:35:00,11
Universal Studios Singapore,2024-11-03 13:40:00,11
Universal Studios Singapore,2024-11-03 13:45:00,12
Universal Studios Singapore,2024-11-03 13:50:00,14
Universal Studios Singapore,2024-11-03 13:55:00,15
Universal Studios Singapore,2024-11-03 14:00:00,15
Universal Studios Singapore,2024-11-03 14:05:00,17
Universal Studios Singapore,2024-11-03 14:10:00,17
Universal Studios Singapore,2024-11-03 14:15:00,17
Universal Studios Singapore,2024-11-03 14:20:00,17
Universal Studios Singapore,2024-11-03 14:25:00,17
Universal Studios Singapore,2024-11-03 14:35:00,16
Universal Studios Singapore,2024-11-03 14:40:00,16
Universal Studios Singapore,2024-11-03 14:45:00,17
Universal Studios Singapore,2024-11-03 14:50:00,16
Universal Studios Singapore,2024-11-03 14:55:00,16
Universal Studios Singapore,2024-11-03 15:00:00,16
Universal Studios Singapore,2024-11-03 15:05:00,16
Universal Studios Singapore,2024-11-03 15:10:00,17
Universal Studios Singapore,2024-11-03 15:15:00,17
Universal Studios Singapore,2024-11-03 15:20:00,16
Universal Studios Singapore,2024-11-03 15:25:00,14
Universal Studios Singapore,2024-11-03 15:30:00,13
Universal Studios Singapore,2024-11-03 15:35:00,13
Universal Studios Singapore,2024-11-03 15:40:00,13
Universal Studios Singapore,2024-11-03 15:45:00,12
Universal Studios Singapore,2024-11-03 15:50:00,12
Universal Studios Singapore,2024-11-03 15:55:00,11
Universal Studios Singapore,2024-11-03 16:00:00,10
Universal Studios Singapore,2024-11-03 16:05:00,11
Universal Studios Singapore,2024-11-03 16:10:00,11
Universal Studios Singapore,2024-11-03 16:15:00,13
Universal Studios Singapore,2024-11-03 16:20:00,13
Universal Studios Singapore,2024-11-03 16:25:00,12
Universal Studios Singapore,2024-11-03 16:30:00,12
Universal Studios Singapore,2024-11-03 16:35:00,11
Universal Studios Singapore,2024-11-03 16:40:00,9
Universal Studios Singapore,2024-11-03 16:45:00,9
Universal Studios Singapore,2024-11-03 16:50:00,9
Universal Studios Singapore,2024-11-03 16:55:00,9
Universal Studios Singapore,2024-11-03 18:45:00,7
Universal Studios Singapore,2024-11-03 18:50:00,7
Universal Studios Singapore,2024-11-03 18:55:00,7
Universal Studios Singapore,2024-11-04 10:00:00,7
Universal Studios Singapore,2024-11-04 10:05:00,8
Universal Studios Singapore,2024-11-04 10:10:00,8
Universal Studios Singapore,2024-11-04 10:15:00,8
Universal Studios Singapore,2024-11-04 10:20:00,8
Universal Studios Singapore,2024-11-04 10:25:00,9
Universal Studios Singapore,2024-11-04 10:30:00,9
Universal Studios Singapore,2024-11-04 10:35:00,9
Universal Studios Singapore,2024-11-04 10:40:00,11
Universal Studios Singapore,2024-11-04 10:45:00,11
Universal Studios Singapore,2024-11-04 10:50:00,12
Universal Studios Singapore,2024-11-04 10:55:00,13
Universal Studios Singapore,2024-11-04 11:00:00,15
Universal Studios Singapore,2024-11-04 11:05:00,15
Universal Studios Singapore,2024-11-04 11:10:00,15
Universal Studios Singapore,2024-11-04 11:15:00,15
Universal Studios Singapore,2024-11-04 11:20:00,17
Universal Studios Singapore,2024-11-04 11:25:00,18
Universal Studios Singapore,2024-11-04 11:30:00,19
Universal Studios Singapore,2024-11-04 11:35:00,19
Universal Studios Singapore,2024-11-04 11:40:00,19
Universal Studios Singapore,2024-11-04 11:45:00,19
Universal Studios Singapore,2024-11-04 11:50:00,20
Universal Studios Singapore,2024-11-04 11:55:00,23
Universal Studios Singapore,2024-11-04 12:00:00,23
Universal Studios Singapore,2024-11-04 12:05:00,23
Universal Studios Singapore,2024-11-04 12:10:00,24
Universal Studios Singapore,2024-11-04 12:15:00,25
Universal Studios Singapore,2024-11-04 12:20:00,24
Universal Studios Singapore,2024-11-04 12:25:00,29
Universal Studios Singapore,2024-11-04 12:30:00,29
Universal Studios Singapore,2024-11-04 12:35:00,27
Universal Studios Singapore,2024-11-04 12:40:00,26
Universal Studios Singapore,2024-11-04 12:45:00,26
Universal Studios Singapore,2024-11-04 12:50:00,24
Universal Studios Singapore,2024-11-04 12:55:00,25
Universal Studios Singapore,2024-11-04 13:00:00,25
Universal Studios Singapore,2024-11-04 13:05:00,24
Universal Studios Singapore,2024-11-04 13:10:00,25
Universal Studios Singapore,2024-11-04 13:15:00,28
Universal Studios Singapore,2024-11-04 13:20:00,29
Universal Studios Singapore,2024-11-04 13:30:00,27
Universal Studios Singapore,2024-11-04 13:35:00,29
Universal Studios Singapore,2024-11-04 13:40:00,29
Universal Studios Singapore,2024-11-04 13:45:00,26
Universal Studios Singapore,2024-11-04 13:50:00,26
Universal Studios Singapore,2024-11-04 13:55:00,29
Universal Studios Singapore,2024-11-04 14:00:00,29
Universal Studios Singapore,2024-11-04 14:05:00,28
Universal Studios Singapore,2024-11-04 14:10:00,29
Universal Studios Singapore,2024-11-04 14:15:00,27
Universal Studios Singapore,2024-11-04 14:20:00,29
Universal Studios Singapore,2024-11-04 14:25:00,28
Universal Studios Singapore,2024-11-04 14:30:00,28
Universal Studios Singapore,2024-11-04 14:35:00,28
Universal Studios Singapore,2024-11-04 14:40:00,28
Universal Studios Singapore,2024-11-04 14:50:00,28
Universal Studios Singapore,2024-11-04 14:55:00,27
Universal Studios Singapore,2024-11-04 15:00:00,27
Universal Studios Singapore,2024-11-04 15:05:00,25
Universal Studios Singapore,2024-11-04 15:10:00,23
Universal Studios Singapore,2024-11-04 15:15:00,21
Universal Studios Singapore,2024-11-04 15:20:00,21
Universal Studios Singapore,2024-11-04 15:30:00,21
Universal Studios Singapore,2024-11-04 15:35:00,20
Universal Studios Singapore,2024-11-04 15:40:00,22
Universal Studios Singapore,2024-11-04 15:45:00,22
Universal Studios Singapore,2024-11-04 15:50:00,25
Universal Studios Singapore,2024-11-04 15:55:00,25
Universal Studios Singapore,2024-11-04 16:00:00,24
Universal Studios Singapore,2024-11-04 16:05:00,24
Universal Studios Singapore,2024-11-04 16:10:00,25
Universal Studios Singapore,2024-11-04 16:15:00,26
Universal Studios Singapore,2024-11-04 16:20:00,23
Universal Studios Singapore,2024-11-04 16:25:00,24
Universal Studios Singapore,2024-11-04 16:30:00,20
Universal Studios Singapore,2024-11-04 16:35:00,20
Universal Studios Singapore,2024-11-04 16:40:00,21
Universal Studios Singapore,2024-11-04 16:45:00,21
Universal Studios Singapore,2024-11-04 16:50:00,20
Universal Studios Singapore,2024-11-04 16:55:00,20
Universal Studios Singapore,2024-11-04 17:00:00,20
Universal Studios Singapore,2024-11-04 17:05:00,19
Universal Studios Singapore,2024-11-04 17:10:00,19
Universal Studios Singapore,2024-11-04 17:15:00,19
Universal Studios Singapore,2024-11-04 17:20:00,19
Universal Studios Singapore,2024-11-04 17:30:00,16
Universal Studios Singapore,2024-11-04 17:35:00,15
Universal Studios Singapore,2024-11-04 17:40:00,15
Universal Studios Singapore,2024-11-04 17:45:00,13
Universal Studios Singapore,2024-11-04 17:50:00,14
Universal Studios Singapore,2024-11-04 17:55:00,14
Universal Studios Singapore,2024-11-04 18:00:00,14
Universal Studios Singapore,2024-11-04 18:05:00,13
Universal Studios Singapore,2024-11-04 18:10:00,12
Universal Studios Singapore,2024-11-04 18:15:00,12
Universal Studios Singapore,2024-11-04 18:25:00,11
Universal Studios Singapore,2024-11-04 18:30:00,11
Universal Studios Singapore,2024-11-04 18:35:00,11
Universal Studios Singapore,2024-11-04 18:40:00,10
Universal Studios Singapore,2024-11-04 18:45:00,10
Universal Studios Singapore,2024-11-04 18:50:00,10
Universal Studios Singapore,2024-11-04 18:55:00,10
Universal Studios Singapore,2024-11-05 10:00:00,7
Universal Studios Singapore,2024-11-05 10:05:00,8
Universal Studios Singapore,2024-11-05 10:10:00,8
Universal Studios Singapore,2024-11-05 10:15:00,9
Universal Studios Singapore,2024-11-05 10:20:00,11
Universal Studios Singapore,2024-11-05 10:25:00,10
Universal Studios Singapore,2024-11-05 10:30:00,10
Universal Studios Singapore,2024-11-05 10:35:00,10
Universal Studios Singapore,2024-11-05 10:45:00,10
Universal Studios Singapore,2024-11-05 10:50:00,12
Universal Studios Singapore,2024-11-05 10:55:00,12
Universal Studios Singapore,2024-11-05 11:00:00,12
Universal Studios Singapore,2024-11-05 11:05:00,12
Universal Studios Singapore,2024-11-05 11:10:00,13
Universal Studios Singapore,2024-11-05 11:15:00,13
Universal Studios Singapore,2024-11-05 11:20:00,15
Universal Studios Singapore,2024-11-05 11:25:00,16
Universal Studios Singapore,2024-11-05 11:30:00,22
Universal Studios Singapore,2024-11-05 11:35:00,20
Universal Studios Singapore,2024-11-05 11:40:00,20
Universal Studios Singapore,2024-11-05 11:45:00,20
Universal Studios Singapore,2024-11-05 11:50:00,19
Universal Studios Singapore,2024-11-05 11:55:00,19
Universal Studios Singapore,2024-11-05 12:00:00,18
Universal Studios Singapore,2024-11-05 12:05:00,18
Universal Studios Singapore,2024-11-05 12:10:00,18
Universal Studios Singapore,2024-11-05 12:15:00,18
Universal Studios Singapore,2024-11-05 12:25:00,18
Universal Studios Singapore,2024-11-05 12:30:00,18
Universal Studios Singapore,2024-11-05 12:35:00,17
Universal Studios Singapore,2024-11-05 12:50:00,18
Universal Studios Singapore,2024-11-05 12:55:00,18
Universal Studios Singapore,2024-11-05 13:00:00,17
Universal Studios Singapore,2024-11-05 13:05:00,16
Universal Studios Singapore,2024-11-05 13:10:00,15
Universal Studios Singapore,2024-11-05 13:15:00,16
Universal Studios Singapore,2024-11-05 13:20:00,18
Universal Studios Singapore,2024-11-05 13:25:00,19
Universal Studios Singapore,2024-11-05 13:30:00,20
Universal Studios Singapore,2024-11-05 13:35:00,20
Universal Studios Singapore,2024-11-05 13:40:00,24
Universal Studios Singapore,2024-11-05 13:45:00,24
Universal Studios Singapore,2024-11-05 13:55:00,22
Universal Studios Singapore,2024-11-05 14:00:00,22
Universal Studios Singapore,2024-11-05 14:05:00,22
Universal Studios Singapore,2024-11-05 14:15:00,22
Universal Studios Singapore,2024-11-05 14:20:00,22
Universal Studios Singapore,2024-11-05 14:25:00,21
Universal Studios Singapore,2024-11-05 14:30:00,21
Universal Studios Singapore,2024-11-05 14:35:00,23
Universal Studios Singapore,2024-11-05 14:40:00,23
Universal Studios Singapore,2024-11-05 14:45:00,23
Universal Studios Singapore,2024-11-05 14:50:00,21
Universal Studios Singapore,2024-11-05 14:55:00,22
Universal Studios Singapore,2024-11-05 15:00:00,22
Universal Studios Singapore,2024-11-05 15:05:00,20
Universal Studios Singapore,2024-11-05 15:10:00,19
Universal Studios Singapore,2024-11-05 15:15:00,17
Universal Studios Singapore,2024-11-05 15:20:00,17
Universal Studios Singapore,2024-11-05 15:25:00,17
Universal Studios Singapore,2024-11-05 15:30:00,15
Universal Studios Singapore,2024-11-05 15:35:00,18
Universal Studios Singapore,2024-11-05 15:40:00,18
Universal Studios Singapore,2024-11-05 15:45:00,18
Universal Studios Singapore,2024-11-05 15:50:00,18
Universal Studios Singapore,2024-11-05 15:55:00,18
Universal Studios Singapore,2024-11-05 16:05:00,19
Universal Studios Singapore,2024-11-05 16:10:00,19
Universal Studios Singapore,2024-11-05 16:15:00,18
Universal Studios Singapore,2024-11-05 16:20:00,16
Universal Studios Singapore,2024-11-05 16:25:00,16
Universal Studios Singapore,2024-11-05 16:35:00,16
Universal Studios Singapore,2024-11-05 16:45:00,16
Universal Studios Singapore,2024-11-05 16:50:00,14
Universal Studios Singapore,2024-11-05 16:55:00,15
Universal Studios Singapore,2024-11-05 17:00:00,14
Universal Studios Singapore,2024-11-05 17:05:00,12
Universal Studios Singapore,2024-11-05 17:10:00,12
Universal Studios Singapore,2024-11-05 17:20:00,10
Universal Studios Singapore,2024-11-05 17:25:00,10
Universal Studios Singapore,2024-11-05 17:30:00,9
Universal Studios Singapore,2024-11-05 17:35:00,10
Universal Studios Singapore,2024-11-05 17:40:00,9
Universal Studios Singapore,2024-11-05 17:45:00,9
Universal Studios Singapore,2024-11-05 17:50:00,9
Universal Studios Singapore,2024-11-05 17:55:00,9
Universal Studios Singapore,2024-11-05 18:00:00,10
Universal Studios Singapore,2024-11-05 18:05:00,10
Universal Studios Singapore,2024-11-05 18:15:00,9
Universal Studios Singapore,2024-11-05 18:20:00,8
