Date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2017-02-08,24.8,10.2,15.0,18.6,0.0,0.0,0.0,0.0,0.0
2017-02-11,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
2017-02-12,1.6,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0
2017-04-04,3.2,1.2,1.6,2.6,0.0,0.0,0.0,0.0,0.0
2017-04-05,0.0,0.0,0.0,0.0,29.2,32.1,26.7,0.0,0.0
2017-04-06,0.0,0.0,0.0,0.0,29.5,32.8,27.7,0.0,0.0
2017-04-07,0.0,0.0,0.0,0.0,28.4,32.4,24.1,0.0,0.0
2017-04-08,0.0,0.0,0.0,0.0,27.4,28.4,25.4,0.0,0.0
2017-04-09,0.0,0.0,0.0,0.0,28.3,31.3,25.8,0.0,0.0
2017-04-10,0.0,0.0,0.0,0.0,27.5,29.1,25.5,0.0,0.0
2017-04-11,0.0,0.0,0.0,0.0,29.0,32.0,26.9,0.0,0.0
2017-04-12,10.4,3.8,5.6,7.8,28.1,31.4,24.6,0.0,0.0
2017-04-13,10.6,10.0,10.2,10.2,27.1,29.2,24.0,0.0,0.0
2017-04-14,2.8,1.4,1.8,2.0,27.6,30.9,25.8,0.0,0.0
2017-04-15,47.2,18.6,25.6,34.2,27.1,32.2,25.1,0.0,0.0
2017-04-16,0.2,0.2,0.2,0.2,28.4,32.0,25.4,0.0,0.0
2017-04-17,0.0,0.0,0.0,0.0,29.0,32.6,27.4,0.0,0.0
2017-04-18,46.8,31.4,37.2,42.6,26.9,31.3,23.4,0.0,0.0
2017-04-19,0.0,0.0,0.0,0.0,28.0,31.4,24.4,0.0,0.0
2017-04-20,0.0,0.0,0.0,0.0,28.5,31.2,26.7,0.0,0.0
2017-04-21,62.2,32.2,51.8,59.6,27.9,31.6,23.2,0.0,0.0
2017-04-22,0.2,0.2,0.2,0.2,28.7,30.9,27.3,0.0,0.0
2017-04-23,0.0,0.0,0.0,0.0,28.9,31.7,27.0,0.0,0.0
2017-04-24,0.2,0.2,0.2,0.2,28.2,30.9,26.4,0.0,0.0
2017-04-25,28.4,10.0,17.6,18.6,26.9,30.7,24.4,0.0,0.0
2017-04-26,30.4,26.0,30.4,30.4,27.1,29.1,24.1,0.0,0.0
2017-04-27,40.2,15.8,17.4,25.8,27.4,31.1,23.9,0.0,0.0
2017-04-28,12.2,6.6,7.4,7.4,27.5,30.6,23.1,0.0,0.0
2017-04-29,8.2,6.8,7.0,7.0,27.4,28.7,24.6,0.0,0.0
2017-04-30,0.0,0.0,0.0,0.0,28.6,33.4,26.9,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,28.9,31.8,27.0,0.0,0.0
2017-05-02,46.0,27.6,43.0,46.0,27.8,30.3,24.2,0.0,0.0
2017-05-03,0.6,0.4,0.6,0.6,28.8,32.1,27.1,0.0,0.0
2017-05-04,0.4,0.4,0.4,0.4,28.7,30.9,27.3,0.0,0.0
2017-05-05,0.0,0.0,0.0,0.0,29.0,31.6,26.8,0.0,0.0
2017-05-06,22.6,20.6,22.0,22.2,28.0,30.2,23.4,0.0,0.0
2017-05-07,0.2,0.2,0.2,0.2,28.3,30.2,26.5,0.0,0.0
2017-05-08,0.0,0.0,0.0,0.0,28.5,31.0,25.9,0.0,0.0
2017-05-09,0.0,0.0,0.0,0.0,29.4,32.5,27.4,0.0,0.0
2017-05-10,1.4,0.4,0.6,1.0,27.8,29.9,26.1,0.0,0.0
2017-05-11,21.2,17.4,20.8,21.2,27.9,30.5,24.3,0.0,0.0
2017-05-12,84.4,24.6,30.8,48.8,27.6,30.3,24.3,0.0,0.0
2017-05-13,0.0,0.0,0.0,0.0,28.7,31.1,27.1,0.0,0.0
2017-05-14,0.0,0.0,0.0,0.0,29.2,32.7,27.1,0.0,0.0
2017-05-15,4.6,1.6,2.2,2.4,28.0,31.0,26.6,0.0,0.0
2017-05-16,3.4,3.2,3.2,3.4,28.4,31.2,26.9,0.0,0.0
2017-05-17,0.0,0.0,0.0,0.0,29.8,33.4,27.5,0.0,0.0
2017-05-18,2.0,1.4,1.8,2.0,28.9,32.3,26.1,0.0,0.0
2017-05-19,0.0,0.0,0.0,0.0,28.9,31.4,27.5,0.0,0.0
2017-05-20,0.0,0.0,0.0,0.0,29.5,32.0,28.2,0.0,0.0
2017-05-21,6.0,2.0,3.2,5.6,28.1,32.2,25.2,0.0,0.0
2017-05-22,7.4,4.6,6.2,6.6,28.2,31.4,24.9,0.0,0.0
2017-05-23,0.0,0.0,0.0,0.0,29.3,32.6,26.9,0.0,0.0
2017-05-24,32.6,14.4,22.6,27.4,26.4,29.2,23.8,0.0,0.0
2017-05-25,0.0,0.0,0.0,0.0,28.1,32.9,25.8,0.0,0.0
2017-05-26,27.8,10.2,14.2,17.8,27.2,30.5,24.8,0.0,0.0
2017-05-30,13.8,7.2,8.2,8.6,26.9,29.2,24.2,0.0,0.0
2017-06-04,0.0,0.0,0.0,0.0,29.8,33.0,27.8,0.0,0.0
2017-06-05,0.0,0.0,0.0,0.0,0.0,32.9,27.9,0.0,0.0
2017-06-06,0.0,0.0,0.0,0.0,29.6,32.9,27.8,0.0,0.0
2017-06-07,0.0,0.0,0.0,0.0,29.7,33.1,27.6,0.0,0.0
2017-06-08,0.0,0.0,0.0,0.0,29.5,33.1,28.0,0.0,0.0
2017-06-09,0.0,0.0,0.0,0.0,29.6,32.9,27.6,0.0,0.0
2017-06-13,9.4,5.2,5.2,9.4,0.0,0.0,0.0,0.0,0.0
2017-06-14,41.0,27.2,36.2,41.0,27.7,30.8,23.0,0.0,0.0
2017-06-18,21.0,7.2,10.6,10.6,0.0,0.0,0.0,0.0,0.0
2017-06-19,0.2,0.2,0.2,0.2,28.1,31.1,26.1,0.0,0.0
2017-06-20,0.0,0.0,0.0,0.0,0.0,31.9,26.5,0.0,0.0
2017-06-21,0.0,0.0,0.0,0.0,28.6,31.2,27.6,0.0,0.0
2017-06-22,0.0,0.0,0.0,0.0,28.8,31.0,27.3,0.0,0.0
2017-06-23,1.0,0.6,0.6,0.6,27.1,29.3,24.5,0.0,0.0
2017-06-24,0.0,0.0,0.0,0.0,28.6,30.9,27.2,0.0,0.0
2017-06-25,36.8,24.4,29.6,29.6,27.0,29.5,23.6,0.0,0.0
2017-06-26,3.4,3.2,3.2,3.2,28.2,31.7,24.8,0.0,0.0
2017-06-27,2.4,1.0,1.4,2.2,26.4,27.9,24.6,0.0,0.0
2017-06-28,7.0,6.6,7.0,7.0,0.0,0.0,0.0,0.0,0.0
2017-07-05,4.4,2.8,3.4,4.0,27.4,30.9,25.7,0.0,0.0
2017-07-06,0.0,0.0,0.0,0.0,27.7,29.9,26.1,0.0,0.0
2017-07-07,0.0,0.0,0.0,0.0,28.4,31.9,26.0,0.0,0.0
2017-07-08,6.0,5.8,6.0,6.0,27.9,29.8,24.8,0.0,0.0
2017-07-09,0.4,0.2,0.4,0.4,27.3,29.3,24.7,0.0,0.0
2017-07-10,0.0,0.0,0.0,0.0,28.5,31.7,26.2,0.0,0.0
2017-07-11,4.0,2.8,3.6,4.0,27.8,29.6,25.2,0.0,0.0
2017-07-12,8.6,2.8,4.4,6.2,26.2,27.9,23.5,0.0,0.0
2017-07-13,6.2,5.4,5.6,6.0,27.4,29.8,24.1,0.0,0.0
2017-07-14,72.0,21.8,29.0,41.4,25.9,28.6,23.0,0.0,0.0
2017-07-15,17.0,14.0,16.8,17.0,27.3,29.9,23.1,0.0,0.0
2017-07-16,0.0,0.0,0.0,0.0,28.4,31.3,27.0,0.0,0.0
2017-07-17,0.0,0.0,0.0,0.0,28.7,31.9,26.9,0.0,0.0
2017-07-18,0.0,0.0,0.0,0.0,28.3,30.9,26.7,0.0,0.0
2017-07-19,0.0,0.0,0.0,0.0,28.3,31.7,26.3,0.0,0.0
2017-07-20,0.0,0.0,0.0,0.0,28.4,31.0,26.5,0.0,0.0
2017-07-21,0.0,0.0,0.0,0.0,28.9,32.1,27.0,0.0,0.0
2017-07-22,0.0,0.0,0.0,0.0,29.1,32.6,27.2,0.0,0.0
2017-07-23,0.0,0.0,0.0,0.0,29.1,32.9,26.9,0.0,0.0
2017-07-24,0.0,0.0,0.0,0.0,29.0,32.2,26.9,0.0,0.0
2017-07-25,0.0,0.0,0.0,0.0,29.1,32.5,27.1,0.0,0.0
2017-07-26,13.2,12.4,13.2,13.2,28.1,30.5,23.1,0.0,0.0
2017-07-27,0.0,0.0,0.0,0.0,28.9,32.0,26.9,0.0,0.0
2017-07-28,0.0,0.0,0.0,0.0,29.3,32.7,27.3,0.0,0.0
2017-07-29,0.0,0.0,0.0,0.0,29.1,31.7,27.3,0.0,0.0
2017-07-30,0.0,0.0,0.0,0.0,29.1,32.6,27.4,0.0,0.0
2017-07-31,0.0,0.0,0.0,0.0,29.1,32.2,27.1,7.9,24.1
2017-08-01,0.2,0.2,0.2,0.2,29.1,32.2,27.3,7.2,40.0
2017-08-02,0.0,0.0,0.0,0.0,29.2,31.9,27.7,10.1,29.5
2017-08-03,0.0,0.0,0.0,0.0,29.0,32.2,27.0,8.6,31.7
2017-08-04,0.0,0.0,0.0,0.0,29.0,32.3,26.8,8.6,25.9
2017-08-05,0.0,0.0,0.0,0.0,29.3,32.7,27.5,9.7,29.5
2017-08-06,23.4,19.2,19.2,23.4,28.4,32.5,25.0,6.8,37.1
2017-08-07,1.2,1.2,1.2,1.2,28.0,29.6,25.9,6.8,37.4
2017-08-08,6.4,6.2,6.4,6.4,27.3,29.3,25.3,5.8,32.4
2017-08-09,1.0,0.6,0.6,0.6,27.4,29.9,24.8,7.2,31.3
2017-08-10,0.4,0.4,0.4,0.4,28.2,31.1,26.5,4.7,25.2
2017-08-11,16.8,8.8,11.2,11.4,26.8,29.4,24.2,4.7,33.5
2017-08-12,0.2,0.2,0.2,0.2,26.6,29.3,24.0,4.7,30.6
2017-08-13,0.0,0.0,0.0,0.0,27.1,28.3,26.4,5.8,22.3
2017-08-14,0.0,0.0,0.0,0.0,28.2,31.4,26.1,6.5,28.1
2017-08-15,2.0,1.8,1.8,2.0,27.2,29.7,23.9,5.0,40.3
2017-08-16,0.0,0.0,0.0,0.0,28.0,31.1,26.2,5.4,26.3
2017-08-17,47.8,23.0,37.0,40.4,26.9,32.5,23.4,6.8,39.6
2017-08-18,0.2,0.2,0.2,0.2,27.9,32.1,24.9,6.5,25.6
2017-08-19,2.2,2.2,2.2,2.2,28.1,31.5,25.4,6.8,31.0
2017-08-20,33.0,19.4,27.6,33.0,28.1,30.8,25.0,7.2,32.4
2017-08-21,0.2,0.2,0.2,0.2,28.6,31.4,26.8,6.5,34.6
2017-08-22,0.0,0.0,0.0,0.0,27.3,28.8,25.7,7.6,28.4
2017-08-23,0.0,0.0,0.0,0.0,28.8,31.9,27.0,6.8,24.5
2017-08-24,0.0,0.0,0.0,0.0,28.6,31.6,27.0,7.2,31.7
2017-08-25,0.6,0.4,0.4,0.6,28.0,30.8,25.9,6.8,23.0
2017-08-26,0.0,0.0,0.0,0.0,28.4,31.2,27.0,6.8,30.2
2017-08-27,24.2,20.8,24.0,24.2,27.4,30.7,23.1,6.5,39.2
2017-08-28,1.6,1.6,1.6,1.6,28.0,30.5,26.9,5.4,26.3
2017-08-29,2.4,1.0,1.2,1.4,26.6,28.4,24.3,5.0,31.0
2017-08-30,2.0,2.0,2.0,2.0,27.9,31.7,25.9,4.7,21.2
2017-08-31,0.0,0.0,0.0,0.0,28.6,32.4,26.8,7.6,26.3
2017-09-01,3.0,1.8,3.0,3.0,28.5,31.0,25.7,7.9,27.4
2017-09-02,0.0,0.0,0.0,0.0,29.0,32.5,27.2,8.6,27.0
2017-09-03,0.0,0.0,0.0,0.0,28.7,31.5,27.2,10.1,34.2
2017-09-04,0.0,0.0,0.0,0.0,28.5,30.9,26.9,5.4,22.3
2017-09-05,3.0,2.2,3.0,3.0,28.6,31.7,25.4,6.5,44.6
2017-09-06,1.4,0.4,0.6,0.8,27.0,28.2,24.7,5.0,32.0
2017-09-07,0.0,0.0,0.0,0.0,28.0,31.1,25.8,5.4,23.8
2017-09-08,0.0,0.0,0.0,0.0,27.7,31.6,25.8,6.5,40.3
2017-09-09,3.8,3.6,3.8,3.8,27.8,30.9,24.2,4.0,39.6
2017-09-10,1.4,1.2,1.2,1.2,28.2,30.5,26.2,4.3,33.1
2017-09-11,14.2,6.0,6.2,7.4,27.0,29.1,23.8,4.3,25.2
2017-09-12,0.0,0.0,0.0,0.0,29.1,32.7,26.4,4.3,15.5
2017-09-13,0.0,0.0,0.0,0.0,29.2,32.9,27.4,7.2,23.0
2017-09-14,1.8,1.0,1.8,1.8,28.3,30.9,26.6,5.0,21.2
2017-09-15,24.6,17.4,21.0,24.2,27.6,29.7,23.7,4.7,27.0
2017-09-16,35.2,25.2,34.2,34.4,27.4,30.0,24.5,5.8,25.2
2017-09-17,11.6,11.0,11.2,11.2,28.2,32.5,24.6,7.6,34.2
2017-09-18,24.4,16.0,18.0,23.2,26.9,32.0,23.6,4.3,25.2
2017-09-19,0.8,0.8,0.8,0.8,26.9,29.6,25.3,4.0,22.3
2017-09-20,6.2,2.2,2.8,2.8,27.0,29.7,24.0,6.5,41.0
2017-09-21,5.4,1.0,1.6,2.8,26.8,30.3,23.9,5.4,40.3
2017-09-22,0.0,0.0,0.0,0.0,28.8,31.7,26.6,5.8,23.4
2017-09-23,0.0,0.0,0.0,0.0,28.6,31.2,27.2,6.8,25.2
2017-09-24,22.0,18.8,19.6,20.8,27.6,31.0,23.2,5.8,31.3
2017-09-25,0.0,0.0,0.0,0.0,28.9,31.4,27.2,5.8,20.9
2017-09-26,18.0,15.6,17.8,18.0,27.7,32.5,23.8,4.3,29.2
2017-09-27,0.0,0.0,0.0,0.0,27.7,30.2,25.7,4.7,26.6
2017-09-28,0.0,0.0,0.0,0.0,28.4,31.5,26.7,4.7,20.2
2017-09-29,11.4,9.4,11.0,11.0,27.7,30.4,24.1,5.0,39.2
2017-09-30,0.0,0.0,0.0,0.0,28.0,29.8,26.4,5.8,29.2
2017-10-01,1.8,0.6,1.0,1.2,27.4,29.5,26.4,5.0,35.3
2017-10-02,0.0,0.0,0.0,0.0,28.2,31.5,25.6,4.7,23.0
2017-10-03,0.2,0.2,0.2,0.2,27.9,30.9,26.4,4.3,24.1
2017-10-04,0.0,0.0,0.0,0.0,26.2,27.7,24.7,5.8,29.9
2017-10-05,0.0,0.0,0.0,0.0,27.6,31.2,25.1,5.4,19.1
2017-10-06,0.0,0.0,0.0,0.0,28.9,32.5,26.5,6.1,27.0
2017-10-07,13.8,12.8,13.2,13.2,28.0,31.8,24.9,4.7,32.0
2017-10-08,1.8,1.2,1.2,1.2,27.7,30.7,26.1,4.7,26.6
2017-10-09,2.6,1.6,1.6,1.6,28.2,31.7,25.9,5.4,37.1
2017-10-10,9.2,2.6,4.2,5.4,27.7,30.9,25.0,6.1,22.7
2017-10-11,1.0,0.6,0.6,0.8,28.0,32.0,24.1,6.1,36.7
2017-10-12,7.8,2.0,3.2,4.0,27.0,28.4,24.5,5.0,23.4
2017-10-13,0.8,0.4,0.4,0.4,27.3,31.583,24.6,5.8,21.6
2017-10-14,0.0,0.0,0.0,0.0,29.1,32.5,27.5,5.0,22.7
2017-10-15,0.0,0.0,0.0,0.0,29.4,32.1,26.9,5.0,22.0
2017-10-16,0.0,0.0,0.0,0.0,28.6,30.5,26.3,6.1,32.4
2017-10-17,0.0,0.0,0.0,0.0,29.5,32.8,27.5,5.8,19.4
2017-10-18,0.0,0.0,0.0,0.0,29.9,34.3,27.5,5.8,27.0
2017-10-19,0.0,0.0,0.0,0.0,29.8,32.5,27.8,5.0,21.2
2017-10-20,0.0,0.0,0.0,0.0,29.9,33.6,27.4,5.0,23.4
2017-10-21,0.0,0.0,0.0,0.0,29.6,33.0,27.9,5.4,24.8
2017-10-22,1.0,1.0,1.0,1.0,28.5,30.7,25.8,5.8,26.3
2017-10-23,19.4,13.6,18.8,19.4,28.6,30.9,24.4,4.3,24.5
2017-10-24,0.0,0.0,0.0,0.0,28.2,31.0,26.8,4.0,18.4
2017-10-25,0.0,0.0,0.0,0.0,28.7,34.9,26.1,4.3,20.9
2017-10-26,7.8,7.6,7.8,7.8,28.4,30.6,24.7,4.7,27.0
2017-10-27,1.4,1.4,1.4,1.4,28.1,30.1,26.5,4.3,19.4
2017-10-28,0.0,0.0,0.0,0.0,29.4,33.1,26.5,6.1,27.0
2017-10-29,0.0,0.0,0.0,0.0,28.0,30.5,27.1,4.7,22.3
2017-10-30,32.6,13.8,19.4,19.6,26.6,29.3,23.9,4.3,28.1
2017-10-31,7.6,6.2,6.2,7.6,26.6,30.8,23.8,4.7,29.5
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.7
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,27.0
2017-11-03,8.4,2.6,4.2,5.0,0.0,0.0,0.0,5.8,32.0
2017-11-04,4.0,1.0,1.2,1.4,0.0,0.0,0.0,5.0,27.7
2017-11-05,1.0,0.4,0.4,0.6,0.0,0.0,0.0,5.4,28.8
2017-11-06,28.2,8.4,13.4,19.2,0.0,0.0,0.0,4.0,36.7
2017-11-07,3.0,1.4,2.4,2.8,0.0,0.0,0.0,4.0,15.8
2017-11-08,9.2,6.0,6.2,6.2,0.0,0.0,0.0,7.2,27.7
2017-11-09,24.4,20.6,22.4,23.4,27.4,31.3,24.2,5.4,29.5
2017-11-10,3.4,2.2,2.6,3.2,26.6,30.9,24.9,4.0,20.9
2017-11-11,1.0,0.6,0.8,1.0,26.8,30.3,25.6,4.0,40.7
2017-11-12,29.0,12.2,15.6,18.0,27.9,31.5,25.3,4.7,24.8
2017-11-13,3.6,2.0,2.8,3.4,28.2,31.9,24.8,5.8,40.0
2017-11-14,45.4,19.2,27.8,32.6,26.1,28.3,23.4,5.0,29.9
2017-11-15,0.0,0.0,0.0,0.0,27.9,31.7,25.1,4.7,52.2
2017-11-16,0.0,0.0,0.0,0.0,28.8,31.9,26.5,5.8,22.3
2017-11-17,7.0,4.6,6.0,6.0,27.2,29.1,23.9,6.1,40.7
2017-11-18,10.4,6.4,7.2,7.4,28.0,32.4,25.3,4.3,22.0
2017-11-19,0.0,0.0,0.0,0.0,28.5,31.8,25.4,5.4,28.4
2017-11-20,8.2,4.4,4.4,4.4,27.8,30.5,24.9,4.7,32.4
2017-11-21,18.2,7.0,9.0,17.2,26.4,29.0,22.9,3.6,39.6
2017-11-22,35.8,32.8,35.8,35.8,27.3,32.3,22.7,4.3,37.8
2017-11-23,4.6,1.8,3.4,4.4,26.9,29.9,24.3,3.6,19.1
2017-11-24,12.0,11.0,11.6,11.8,26.6,30.7,24.1,5.4,27.7
2017-11-25,11.0,10.0,10.4,10.4,27.4,32.0,25.4,4.7,26.6
2017-11-26,16.0,16.0,16.0,16.0,27.1,31.4,24.2,4.3,28.4
2017-11-30,13.0,11.0,11.6,12.6,0.0,31.4,24.3,11.9,40.7
2017-12-01,0.0,0.0,0.0,0.0,29.4,33.8,26.0,5.4,27.7
2017-12-02,0.0,0.0,0.0,0.0,29.4,33.1,26.1,4.7,19.4
2017-12-03,0.0,0.0,0.0,0.0,29.3,32.4,27.5,5.0,22.3
2017-12-04,0.2,0.2,0.2,0.2,28.5,31.6,27.1,3.6,24.5
2017-12-05,0.0,0.0,0.0,0.0,29.1,32.9,26.8,5.4,20.9
2017-12-06,0.2,0.2,0.2,0.2,28.8,32.9,25.9,5.4,23.0
2017-12-07,2.2,1.0,1.4,2.0,28.0,31.5,26.1,4.7,20.9
2017-12-08,0.0,0.0,0.0,0.0,27.9,31.0,26.1,6.8,28.4
2017-12-09,0.0,0.0,0.0,0.0,26.8,28.6,25.6,5.0,33.8
2017-12-10,0.0,0.0,0.0,0.0,28.2,33.6,25.6,5.0,25.6
2017-12-11,3.6,1.4,2.4,3.2,27.8,32.4,25.8,5.0,23.4
2017-12-12,38.8,15.2,17.8,19.8,26.3,31.6,24.1,3.6,28.1
2017-12-13,0.8,0.6,0.6,0.8,27.2,32.5,25.3,4.3,22.7
2017-12-14,0.0,0.0,0.0,0.0,28.2,32.3,26.0,4.7,25.6
2017-12-15,12.6,12.4,12.6,12.6,27.8,32.2,23.6,4.7,24.5
2017-12-16,13.0,13.0,13.0,13.0,27.6,31.5,24.4,4.7,31.7
2017-12-17,0.0,0.0,0.0,0.0,28.2,33.1,25.7,6.8,34.6
2017-12-18,0.0,0.0,0.0,0.0,28.3,31.8,26.3,6.5,31.7
2017-12-19,0.0,0.0,0.0,0.0,27.3,31.5,25.6,6.1,29.5
2017-12-20,0.0,0.0,0.0,0.0,27.8,31.5,25.6,6.5,33.5
2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,28.8
2017-12-22,26.8,25.4,25.6,25.6,0.0,0.0,0.0,6.8,33.8
2017-12-23,10.0,6.4,7.4,9.0,0.0,31.3,23.5,6.8,29.5
2017-12-24,0.0,0.0,0.0,0.0,27.1,29.5,25.8,6.8,23.0
2017-12-25,7.0,5.8,6.2,6.2,27.3,31.4,24.9,4.7,22.0
2017-12-26,3.8,3.6,3.6,3.8,27.6,31.2,24.5,4.7,29.9
2017-12-27,6.6,5.6,5.6,6.2,27.2,31.4,24.7,4.3,18.7
2017-12-28,0.0,0.0,0.0,0.0,27.9,32.1,26.1,5.0,23.0
2017-12-29,1.6,1.6,1.6,1.6,28.5,32.4,26.5,5.8,33.5
2017-12-30,18.8,7.4,10.2,14.8,27.1,29.5,24.5,5.4,29.5
2018-01-03,1.4,1.4,1.4,1.4,0.0,0.0,0.0,4.7,16.9
2018-01-04,2.8,1.8,2.6,2.6,26.9,30.2,24.4,4.7,25.9
2018-01-05,15.8,12.4,15.0,15.6,26.5,29.4,23.6,3.6,20.5
2018-01-06,0.0,0.0,0.0,0.0,27.3,31.8,24.9,5.4,20.5
2018-01-07,1.2,1.2,1.2,1.2,27.4,31.5,25.2,6.5,23.0
2018-01-08,28.4,22.0,26.2,28.2,27.5,31.6,24.2,4.7,33.5
2018-01-09,35.4,24.8,28.6,29.4,27.0,32.2,23.3,4.7,32.8
2018-01-12,6.2,0.8,1.2,1.6,23.2,24.7,22.1,9.0,34.6
2018-01-13,12.2,1.2,1.8,2.8,23.0,23.8,22.5,7.2,29.2
2018-01-14,6.2,1.2,2.0,3.2,23.8,26.4,21.6,6.5,33.5
2018-01-15,0.4,0.4,0.4,0.4,25.3,28.2,23.1,6.1,28.4
2018-01-16,0.0,0.0,0.0,0.0,26.8,30.5,23.8,5.4,27.0
2018-01-17,0.8,0.6,0.6,0.6,27.4,32.5,25.1,5.0,26.3
2018-01-18,2.6,2.4,2.6,2.6,27.5,32.4,25.4,5.4,23.8
2018-01-19,1.4,1.0,1.0,1.0,27.0,31.1,24.9,4.7,21.6
2018-01-20,0.0,0.0,0.0,0.0,27.0,30.6,25.3,4.3,20.5
2018-01-21,0.0,0.0,0.0,0.0,28.0,32.6,25.5,5.4,25.6
2018-01-22,0.0,0.0,0.0,0.0,28.6,32.9,25.5,5.0,28.8
2018-01-23,10.4,10.0,10.0,10.4,27.3,31.6,24.6,4.7,39.2
2018-01-24,74.0,32.0,36.8,44.8,26.3,31.2,22.9,4.7,28.1
2018-01-25,0.4,0.2,0.2,0.4,26.9,31.1,24.1,5.0,19.8
2018-01-26,6.2,2.2,3.2,3.2,26.6,30.5,24.9,4.0,19.8
2018-01-27,0.2,0.2,0.2,0.2,27.6,31.6,25.2,4.7,19.1
2018-01-28,2.6,2.4,2.4,2.4,27.2,31.9,25.7,4.3,19.8
2018-01-29,0.0,0.0,0.0,0.0,28.0,32.3,25.1,6.1,25.6
2018-01-30,0.0,0.0,0.0,0.0,28.1,33.3,26.0,5.4,27.4
2018-01-31,9.6,7.8,9.4,9.6,27.7,32.8,25.5,5.4,26.3
2018-02-01,1.6,1.0,1.0,1.6,28.7,33.1,26.6,6.5,34.9
2018-02-02,0.8,0.2,0.4,0.4,26.5,28.4,24.8,5.0,28.8
2018-02-03,0.2,0.2,0.2,0.2,27.8,31.9,25.0,6.1,31.0
2018-02-04,1.2,1.0,1.0,1.2,27.3,30.6,25.5,6.5,36.4
2018-02-05,0.2,0.2,0.2,0.2,27.5,31.3,25.5,6.8,41.8
2018-02-06,0.0,0.0,0.0,0.0,27.2,31.3,24.9,7.2,29.2
2018-02-07,0.0,0.0,0.0,0.0,26.7,30.3,25.0,6.5,34.6
2018-02-08,0.0,0.0,0.0,0.0,27.1,31.3,24.8,6.5,26.3
2018-02-09,0.0,0.0,0.0,0.0,27.3,32.5,24.5,6.5,27.0
2018-02-10,0.0,0.0,0.0,0.0,27.5,32.9,24.4,6.5,30.6
2018-02-11,0.0,0.0,0.0,0.0,27.6,31.9,25.0,6.8,33.8
2018-02-12,0.0,0.0,0.0,0.0,27.9,32.9,25.2,8.3,41.8
2018-02-13,0.0,0.0,0.0,0.0,28.0,33.7,25.2,5.8,28.8
2018-02-14,0.0,0.0,0.0,0.0,27.7,32.7,25.2,6.1,27.0
2018-02-15,0.0,0.0,0.0,0.0,27.9,32.3,25.5,5.8,22.3
2018-02-16,0.0,0.0,0.0,0.0,27.7,31.1,25.3,5.8,17.6
2018-02-17,0.0,0.0,0.0,0.0,27.6,30.5,25.6,6.8,26.6
2018-02-18,0.0,0.0,0.0,0.0,28.0,33.5,25.6,6.8,29.9
