date,actual_date,forecast_day,temp_low,temp_high,humidity_low,humidity_high,forecast_summary,forecast_text,wind_speed_low,wind_speed_high,wind_direction,north_avg_daily_psi,south_avg_daily_psi,east_avg_daily_psi,west_avg_daily_psi,central_avg_daily_psi,average_nationwide_psi,highest_region_reading,psi_level_rating,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),avg_daily_relative_humidity,windspeed
22/3/2025,Saturday,Sunday,25.46,33.68,64.3,69.76,Early hours and predawn hours thundery showers and again in the afternoon.,Light Showers,10.61,12.42,W,41.93,57.86,47.73,41.88,37.51,31.87,south_avg_daily_psi,Good,17.5,3.52,8.51,9.09,28.005,30.81,25.2,6.79,10.78,80.77,0.78
23/3/2025,Sunday,Monday,24.15,31.76,67.65,68.74,"Occasionally windy, with afternoon passing showers.",Fair (Day),15.55,24.66,SE,39.27,28.89,35.01,48.62,61.52,50.97,central_avg_daily_psi,Moderate,10.84,5.42,7.03,8.91,29.43,32.08,26.78,6.37,10.1,41.44,3.17
24/3/2025,Monday,Tuesday,25.32,32.86,42.47,74.77,Windy. Occasional showers clearing in the evening.,Heavy Showers,9.38,17.04,ESE,43.2,52.43,44.16,29.75,45.79,51.95,south_avg_daily_psi,Moderate,4.98,0.06,1.15,3.68,26.21,27.99,24.43,4.6,8.2,59.74,1.54
25/3/2025,Tuesday,Wednesday,23.44,32.8,50.81,74.63,Showers in the morning. Thundery showers in the afternoon.  ,Light Rain,7.58,31.27,SE,39.89,45.98,47.11,39.19,37.5,44.3,east,Good,11.91,4.38,6.86,8.31,26.83,28.64,25.02,8.47,10.84,45.67,2.53
26/3/2025,Wednesday,Thursday,24.76,33.75,58.31,74.48,Windy with periods of showers.,Windy,7.25,27.52,NNE,28.81,48.68,51.38,49.44,54.91,35.57,south,Good,8.69,3.78,4.54,5.31,28.31,30.38,26.24,5.9,9.52,47.12,3.61
27/3/2025,Thursday,Friday,24.08,35.79,81.16,68.73,Slightly hazy and warm.,Passing Showers,8.76,11.09,W,48.23,55.55,46.09,30.36,39.42,40.93,south_avg_daily_psi,Good,10.36,1.19,1.36,2.07,27.915,30.05,25.78,8.1,11.49,74.68,1.13
28/3/2025,Friday,Saturday,24.5,33.68,52.87,85.33,Occasionally windy. Afternoon and night periods of showers.,Heavy Showers,11.43,11.79,SSE,34.48,38.82,48.74,45.04,44.61,11.34,central,Good,14.54,1.13,2.05,7.8,28.435,30.92,25.95,6.45,9.79,83.57,4.75
29/3/2025,Saturday,Sunday,24.79,35,61.95,76.04,Fair.,Partly Cloudy (Day),3.64,31.94,ENE,34.03,56.5,34.21,25.4,51.09,35.17,central_avg_daily_psi,Good,19.88,1.9,11.08,11.36,26.51,28.04,24.98,8.47,12.2,28.25,3.45
30/3/2025,Sunday,Monday,25.37,34.65,72.51,69.66,Windy with afternoon passing showers.,Showers,8.98,15.38,NNW,38.61,45.63,34.75,44.63,27.65,47.84,north,Good,5.1,0.3,2.96,3.75,27.875,29.82,25.93,6.75,9.45,80.39,3.1
31/3/2025,Monday,Tuesday,25.63,31.55,62.98,50.5,"Overcast and windy, with rain, heavy at times. ",Light Rain,7.5,27.39,NNE,37.03,39.01,23.24,23.76,32.88,34.14,south,Good,5.47,2.6,3.19,4.59,27.645,30.51,24.78,8.22,10.24,64,1.29
1/4/2025,Tuesday,Wednesday,24.35,32.04,72.72,77.68,Early hours thundery showers with gusty winds,Fair (Day),15.74,35.5,VARIABLE,19.45,28.11,46.11,55.3,45.72,32.28,north,Good,5.51,3.3,3.62,4.67,29.27,31.64,26.9,5.31,8.02,80.18,1.62
2/4/2025,Wednesday,Thursday,24.94,32.88,64.2,82.35,"Periods of showers, heavy at times and with thunder",Thundery Showers,11.12,18.39,W,169,33.55,41.86,66.23,42.13,31.03,east_avg_daily_psi,Good,6.38,2.43,3.36,6.2,26.76,28.73,24.79,7.53,11.41,134.23,4.09
3/4/2025,Thursday,Friday,24.57,35.68,64.65,74.71,"Windy with periods of showers, at times with thunder.",Fair (Day),19.2,17.61,NNW,17.72,34.42,31.85,37.5,36.88,39.28,west,Good,0.65,0.19,0.51,0.62,28.225,30.33,26.12,7.63,10.18,75.75,0.96
4/4/2025,Friday,Saturday,24.9,32.18,58.95,52.74,Thundery showers in the afternoon.,Heavy Rain,7.79,28.78,WNW,44.4,26.84,44.62,32.14,186,33.13,east_avg_daily_psi,Good,15.88,13.65,13.86,14.65,26.575,28.74,24.41,7.69,11.45,94.77,1.57
5/4/2025,Saturday,Sunday,23.11,33.45,40.08,75.77,Late afternoon showers,Windy,6.24,12.52,NNW,45.31,34.8,63.04,46.97,51.38,64.08,central_avg_daily_psi,Moderate,9.11,2.38,6.44,6.68,26.82,28.59,25.05,8.46,11.33,109.73,3.69
6/4/2025,Sunday,Monday,25.76,32.36,66.12,61.87,Occasional afternoon showers,Windy,4.94,23.17,WNW,31.29,40.52,44.99,39.26,39.1,29.89,west_avg_daily_psi,Good,8.16,0.1,0.22,0.36,28.59,30.77,26.41,7.37,11.08,38.69,1.74
7/4/2025,Monday,Tuesday,24.44,35.12,47.23,80.29,"Cloudy with occasional light to moderate rain, clearing in the late afternoon.",Fair (Day),6.52,20.56,SW,27.69,59.34,40.69,26.54,45.5,57.05,south,Moderate,5.84,1.31,3.38,4.03,27.355,29.79,24.92,4.49,7.52,86.15,1.7
8/4/2025,Tuesday,Wednesday,24.56,32.56,69.23,46.66,Warm. Late afternoon showers.,Hazy,12.34,33.25,S,34.14,18.66,42.71,35.72,49.8,42.38,north_avg_daily_psi,Good,4.48,0.76,2.94,3.65,28.4,30.87,25.93,8.15,10.54,76.7,2.77
9/4/2025,Wednesday,Thursday,24.47,31.66,45.14,76.6,Partly cloudy except for showers in the afternoon.,Heavy Rain,15.97,21.41,SE,33.47,45.01,37.36,47.4,32.43,38.03,east_avg_daily_psi,Good,10.17,5.58,7.2,8.08,28.765,31.46,26.07,5.41,8.99,96.89,0.73
10/4/2025,Thursday,Friday,25.02,33.69,77.84,49.61,"Morning showers, afternoon thundery showers",Windy,12.67,14.69,W,41.23,51.57,42.8,53.83,39.9,27.49,central_avg_daily_psi,Good,4.93,0.63,0.85,3.23,26.875,28.53,25.22,6.03,8.53,94.14,2.39
11/4/2025,Friday,Saturday,24.15,33.72,48.43,69.05,Early hours and pre-dawn hours thundery showers,Fair & Warm,7.01,16.13,SSW,44.39,24.8,25.72,174,43.18,13.78,south,Good,13.07,0.04,0.5,1.07,26.355,28.06,24.65,7.21,10.32,17.87,2.81
12/4/2025,Saturday,Sunday,23.64,34.3,48.27,70.22,late afternoon and evening thundery showers,Heavy Showers,6.56,8.73,SW,33.47,44.47,44.25,26.7,30.38,37.87,south_avg_daily_psi,Good,2.23,0.65,1.51,2.19,26.15,28.4,23.9,7.87,9.92,26.89,1.92
13/4/2025,Sunday,Monday,25.06,33.13,44.31,78.54,Morning thundery showers and again in the afternoon.,Showers,6.56,26.24,NNE,22.49,42.16,29.6,42.85,38.16,32.57,east,Good,1.24,0.06,0.44,1.24,27.325,29.93,24.72,6.77,10.09,4.39,1.5
14/4/2025,Monday,Tuesday,24.05,35.07,47.13,74.85,Occasionally windy. Afternoon and night periods of showers.,Heavy Thundery Showers with Gusty Winds,6.48,33.11,SW,36.58,41.29,32.77,70.63,51.87,31.31,west_avg_daily_psi,Good,4.86,0.48,1.55,1.55,28.31,30.58,26.04,7.1,9.42,89.45,1.52
15/4/2025,Tuesday,Wednesday,23.73,32.37,52.48,76.1,"Windy. Moderate to heavy rain, at times with thunder.",Heavy Rain,10.17,23.46,SE,23.01,56.26,34.58,59.53,52.14,54.57,east,Moderate,1.74,0.1,0.23,0.31,28.295,30.42,26.17,5.51,9.01,88.77,1.58
16/4/2025,Wednesday,Thursday,23.95,32.69,85.51,67.26,Late morning and early afternoon passing showers,Cloudy,5.4,27.69,SSW,53.43,19.15,43.92,35.86,35.26,47.58,south,Good,10.34,6.38,8.94,9.66,27.795,30.76,24.83,7.64,10.56,77.41,4
17/4/2025,Thursday,Friday,24.23,32.49,52.66,71.82,"Predawn hours, early morning, late afternoon and evening thundery showers.",Slightly Hazy,12.68,24.1,SSE,48.12,34.51,37.61,22.35,32.5,28.27,north_avg_daily_psi,Good,3.35,0.7,1.79,2.1,29.675,32.66,26.69,6.71,10.44,61.73,0.3
18/4/2025,Friday,Saturday,23.77,32.69,77.68,51.12,Cloudy. Afternoon showers,Heavy Showers,5.88,13.09,NNW,52.58,37.61,44.82,127,43.23,23.75,central,Good,7.63,4.64,7.36,7.53,29.385,31.71,27.06,6.08,9.08,75.75,0
19/4/2025,Saturday,Sunday,25.6,33.62,44.7,87.85,Pre-dawn hours and early morning thundery showers with gusty winds.,Moderate Rain,8.27,27.42,SW,49.48,42.85,26.79,37.52,49.2,34.97,east,Good,4.56,1.58,3.84,4.06,28.335,30.68,25.99,9.01,12.83,18.42,1.8
20/4/2025,Sunday,Monday,23.45,33.04,51.46,78.12,Cloudy. Occasionally windy with periods of showers.,Light Rain,4.57,17.15,WNW,36.28,47.68,33.48,39.83,40.3,39.09,west,Good,18.59,8.3,9.49,10.23,28.07,30.24,25.9,7.18,10.93,74.39,0
21/4/2025,Monday,Tuesday,24.63,33.09,54.18,85.75,Occasionally windy. Late afternoon showers. ,Thundery Showers,15.88,21.68,ENE,39.88,9.58,38.76,43.66,38.93,50.66,east,Moderate,14.16,0.99,5.52,6.39,27.925,30.11,25.74,6.79,10.7,21.8,1.84
22/4/2025,Tuesday,Wednesday,23.42,34.2,67.74,79.85,Thundery showers in the morning.,Windy,3.43,24.31,SE,45.26,51.79,28.03,26.37,48.11,25.73,west,Good,5.14,1.25,1.82,4.6,29.105,31.55,26.66,8.16,11.85,4.4,1.45
23/4/2025,Wednesday,Thursday,23.4,33.67,26.53,55,Morning showers,Partly Cloudy (Day),6.78,21.82,ENE,31.83,39.71,36.09,31.89,38.19,39.08,north_avg_daily_psi,Good,2.97,0.18,1.42,2.39,26.88,28.46,25.3,6.71,10.22,18.09,2.01
24/4/2025,Thursday,Friday,23.82,33.27,72.73,72.01,Cloudy and occasionally windy with periods of showers.,Passing Showers,6.52,16.03,WNW,42.04,44.89,40.51,51.12,57.69,52.46,south,Moderate,11.02,1.92,3.04,5.22,26.405,28.48,24.33,5.93,8.98,82.29,0.38
25/4/2025,Friday,Saturday,23.9,33.72,50.73,73.34,Late morning and early afternoon passing showers,Fair (Day),8.6,16.41,VARIABLE,29,51.77,49.72,53.32,47.22,45.45,north,Good,9.13,0.66,1.74,2.61,28.835,31.59,26.08,6.23,10.02,56.69,1.49
26/4/2025,Saturday,Sunday,25.2,32.06,54.25,77.17,Windy. Occasional showers.,Showers,10.26,33.88,NE,35.55,43.49,41.65,42.69,45.55,60.77,east_avg_daily_psi,Moderate,8.34,1.62,2.39,2.65,27.83,30.29,25.37,7.21,10.71,47.02,0
27/4/2025,Sunday,Monday,25.07,31.84,76.56,61.57,Late afternoon thundery showers ,Light Rain,4.18,19.59,NNE,47.46,38.55,30.59,52.29,27,36.34,north,Good,7.68,0.2,1.98,3.84,27.585,30.33,24.84,7.29,9.7,11.57,2.94
28/4/2025,Monday,Tuesday,24.13,34.13,56.24,54.93,Late afternoon and evening thundery showers.,Windy,0,16.88,N,49.67,32.8,32.53,35.2,52.27,35,central,Good,5.21,1.42,1.56,3.54,29.48,32.01,26.95,5.21,7.26,78.98,1.57
29/4/2025,Tuesday,Wednesday,23.97,34.95,67.92,53.37,"Cloudy. Showers in the early and predawn hours. Thundery showers in the late morning and afternoon, heavy at times.",Passing Showers,8.49,19.42,VARIABLE,45.27,32.93,143,120,51.28,51.54,central,Moderate,10.23,1.05,2.4,3.33,30.185,32.7,27.67,6.04,8.59,128.1,2.98
30/4/2025,Wednesday,Thursday,24.61,33.59,57.65,65.47,Afternoon passing showers.,Heavy Thundery Showers with Gusty Winds,10.57,27.77,VARIABLE,29.24,31.49,51.58,34.68,23.93,47.04,east_avg_daily_psi,Good,17.71,4.71,5.86,11.72,27.935,29.44,26.43,7.22,9.89,42.53,3.49
1/5/2025,Thursday,Friday,25.64,31.82,77.2,51.83,Afternoon thundery showers clearing in the evening.,Heavy Rain,10.94,19.54,S,48.98,44.25,49.3,28.43,57.08,42.37,south_avg_daily_psi,Good,3.37,0.82,1.6,2.55,26.185,27.83,24.54,5.1,8.53,8.43,2.92
2/5/2025,Friday,Saturday,24.96,32.49,58,60.52,"Early hours, pre-dawn hours and afternoon thundery showers",Windy,16.77,20.93,NNW,31.81,49.17,34.86,48.05,36.81,30.07,south,Good,4.37,1.16,2.34,2.72,25.745,27.87,23.62,7.22,10.07,0,3.3
3/5/2025,Saturday,Sunday,24.89,34.09,64.58,86.87,"Thundery showers in the morning, clearing in the early afternoon.",Passing Showers,6.08,17.87,E,36.62,46.09,36.92,37.08,53.62,39.76,north_avg_daily_psi,Good,9.04,1.96,4.3,6.09,26.47,28.42,24.52,9.13,12.78,110.74,2.47
4/5/2025,Sunday,Monday,25,33.28,68.24,84.69,Pre-dawn hours and early morning thundery showers ,Slightly Hazy,8.74,14.5,ESE,46.99,14.21,60.44,53.47,49.1,35.83,east_avg_daily_psi,Good,7.34,2.41,6.47,6.52,26.825,28.88,24.77,5.53,8.38,76.16,2.58
5/5/2025,Monday,Tuesday,23.78,33.22,71.58,54.33,Cloudy with occasional light rain.,Slightly Hazy,9.67,16.24,SE,39.24,34.85,42.81,38.39,29.54,11.58,west_avg_daily_psi,Good,3.24,0.76,2.5,2.75,28.985,31.7,26.27,7.47,10.38,67.98,2.63
6/5/2025,Tuesday,Wednesday,24.14,31.31,62.83,76.71,Occasionally windy. Afternoon passing showers.,Heavy Thundery Showers,3.12,16.83,SE,23.5,48.21,38.87,50.89,46.36,30.47,east_avg_daily_psi,Good,13.94,4.29,5.58,13.92,27.075,29.12,25.03,7.62,10.77,64.35,1.78
7/5/2025,Wednesday,Thursday,24.64,31.98,53.01,67.74,Windy. Morning and afternoon light to moderate rain.,Passing Showers,6.02,23.92,NNE,48.86,29.77,50.72,19.55,64.12,51.58,west_avg_daily_psi,Moderate,9.67,0.3,1.96,2.13,28.59,30.49,26.69,6.17,9.17,118.94,1.55
8/5/2025,Thursday,Friday,26.38,32.28,69.97,63.95,"Afternoon passing showers, extending into the evening",Fair (Day),8.97,19.05,WNW,44.43,39.81,132,42.35,30.3,37.8,south_avg_daily_psi,Good,11.94,2.9,8.36,9.15,26.43,28.41,24.45,7.25,10.45,74.8,1.23
9/5/2025,Friday,Saturday,25.36,35.25,42.85,66.58,Occasionally windy. Afternoon and night periods of showers.,Fair (Day),12.3,14.28,S,155,27.32,42.43,71.07,31.26,30.97,central,Good,1.94,0.21,1.14,1.68,27.285,28.89,25.68,6.82,10.72,100.44,3.8
10/5/2025,Saturday,Sunday,24.32,32.79,54.91,72.88,Windy with afternoon passing showers.,Cloudy,12.97,7.57,E,38.98,26.47,44.32,25.04,50.78,40.82,west,Good,7.87,0.04,2.07,3.32,29.265,31.13,27.4,6.32,8.55,37.85,3.21
11/5/2025,Sunday,Monday,24.49,33.43,45.36,77.73,Partly Cloudy,Partly Cloudy (Day),13.28,23.83,SSW,42.28,37.76,31.38,56.09,33.77,40.94,central,Good,3.26,0.34,1.36,2.52,28.165,30.28,26.05,7.09,10.13,98.45,2.59
12/5/2025,Monday,Tuesday,25.94,32.5,33.92,67.72,Fair except for late afternoon thundery showers.,Showers,7.41,30.51,NW,41.04,24.8,50.19,44.6,39.93,41.08,east,Good,3.59,1.6,1.83,2.35,25.96,27.52,24.4,6.72,9.85,20.73,2.02
13/5/2025,Tuesday,Wednesday,24.6,31.87,60.52,73.25,Late afternoon showers ,Light Rain,4.87,18.67,NW,35.72,30.97,48.29,40.37,57.79,46.06,central,Good,8.4,1.88,2.49,6.03,27.765,29.76,25.77,4.92,7.14,24.95,4.35
14/5/2025,Wednesday,Thursday,23.9,34.45,53.14,74.99,Occasionally windy. Late afternoon and evening thundery showers.,Heavy Thundery Showers,13.04,25.67,WNW,12.6,30.27,45.04,48.56,23.91,46.63,west,Good,13.57,2.21,3.97,9.04,26.575,28.55,24.6,7,9.61,46.29,2.33
15/5/2025,Thursday,Friday,24.4,34.03,50.56,71.6,Early afternoon passing showers.,Heavy Thundery Showers,7.64,24.14,SSE,41.3,45.96,36.05,29.63,58.77,45.28,east_avg_daily_psi,Good,12.74,0.61,1.38,4.89,27.475,30.12,24.83,7.15,9.44,86.09,3.05
16/5/2025,Friday,Saturday,23.21,32.43,59.45,60.57,Late morning and afternoon thundery showers ,Light Showers,5.82,22.86,N,48.64,38.96,43.08,42.89,38.33,48.86,central_avg_daily_psi,Good,8.34,1.12,2.63,3.18,25.305,27.41,23.2,8.19,12.05,50.95,0.57
17/5/2025,Saturday,Sunday,24.7,33.75,54.57,62.49,Occasionally windy. Late afternoon thundery showers.,Hazy,7.42,20.77,SSE,33.12,39.86,31.67,35.24,20.21,29.76,west_avg_daily_psi,Good,10.98,3.01,5.31,7.96,29.92,32.19,27.65,5.85,8.45,9.52,1.7
18/5/2025,Sunday,Monday,25.27,33.65,59.51,66.41,Early hours and pre-dawn hours thundery showers,Heavy Showers,17.33,14.74,VARIABLE,55.59,38.56,25.09,24.01,32.8,40.64,east_avg_daily_psi,Good,2.57,0.26,0.8,1.59,27.26,29.28,25.24,6.19,9.38,26.33,4.27
19/5/2025,Monday,Tuesday,23.86,32.62,31.99,72.42,Fair and occasionally windy ,Windy,14.38,17.15,NE,35.24,39.69,41.37,58.19,47.63,44.39,north_avg_daily_psi,Good,3.33,1.31,1.42,2.38,27.695,29.36,26.03,9.13,12.17,32.34,3.68
20/5/2025,Tuesday,Wednesday,23.56,33.8,52.87,76.25,Predawn hours and afternoon thundery showers.,Fair (Day),8.64,12.94,NE,34.83,30.04,53.46,37.07,38.06,24.32,south,Good,11.87,1.49,8.98,10.03,27.99,30.07,25.91,6.15,9.55,0,1.89
21/5/2025,Wednesday,Thursday,25.64,32.23,66.26,77.45,Late morning and earlty afternoon thundery showers.,Showers,15.55,18.55,NNW,29.22,44.55,34.78,46.7,37.32,30.55,west_avg_daily_psi,Good,5.21,1.42,3.16,3.5,29.115,31.27,26.96,5.93,8.66,31.51,2.97
22/5/2025,Thursday,Friday,25.36,33.66,56.13,66.49,Partly cloudy,Heavy Thundery Showers with Gusty Winds,6.3,25.51,SSW,40.08,43.95,45.12,29.34,35.11,30.58,west_avg_daily_psi,Good,16.04,5.52,5.93,6.14,27.615,30.2,25.03,7.3,9.6,106.44,0.64
23/5/2025,Friday,Saturday,23.4,33.6,28.54,84.04,"Overcast and windy, with rain, heavy at times. ",Fair & Warm,6.1,12.84,WSW,40.53,29.83,47.01,47.2,34.27,36.19,east_avg_daily_psi,Good,7.45,2.61,4.59,5.55,27.975,30.53,25.42,4.9,6.96,65.09,3.51
