record_date,forecast_timestamp,forecast_date,day,temp_low,temp_high,humidity_low,humidity_high,forecast_summary,forecast_text,wind_speed_low,wind_speed_high,wind_direction
2016-03-19,2016-03-20T00:00:00+08:00,20/03/2016,Sunday,24,35,50,90,Warm. Afternoon showers.,Showers,10,20,NNE
2016-03-19,2016-03-21T00:00:00+08:00,21/03/2016,Monday,24,34,55,95,Afternoon and evening thundery showers.,Thundery Showers,10,20,NNW
2016-03-19,2016-03-22T00:00:00+08:00,22/03/2016,Tuesday,24,33,60,95,Afternoon and evening thundery showers.,Thundery Showers,10,25,NW
2016-03-19,2016-03-23T00:00:00+08:00,23/03/2016,Wednesday,25,33,60,95,Afternoon thundery showers.,Thundery Showers,10,20,WNW
2016-03-20,2016-03-21T00:00:00+08:00,21/03/2016,Monday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,N
2016-03-20,2016-03-22T00:00:00+08:00,22/03/2016,Tuesday,24,34,60,95,Afternoon and evening thundery showers.,Thundery Showers,10,20,NNW
2016-03-20,2016-03-23T00:00:00+08:00,23/03/2016,Wednesday,24,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NW
2016-03-20,2016-03-24T00:00:00+08:00,24/03/2016,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NNE
2016-03-21,2016-03-22T00:00:00+08:00,22/03/2016,Tuesday,24,33,60,95,Predawn and early morning and again in the afternoon thundery showers.,Thundery Showers,10,25,NNW
2016-03-21,2016-03-23T00:00:00+08:00,23/03/2016,Wednesday,24,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NNW
2016-03-21,2016-03-24T00:00:00+08:00,24/03/2016,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-03-21,2016-03-25T00:00:00+08:00,25/03/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-03-22,2016-03-23T00:00:00+08:00,23/03/2016,Wednesday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,NW
2016-03-22,2016-03-24T00:00:00+08:00,24/03/2016,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-03-22,2016-03-25T00:00:00+08:00,25/03/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-03-22,2016-03-26T00:00:00+08:00,26/03/2016,Saturday,24,32,60,95,Afternoon and evening thundery showers.,Thundery Showers,15,35,NE
2016-03-23,2016-03-24T00:00:00+08:00,24/03/2016,Thursday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-03-23,2016-03-25T00:00:00+08:00,25/03/2016,Friday,25,35,60,95,Warm. Late afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-03-23,2016-03-26T00:00:00+08:00,26/03/2016,Saturday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,25,NE
2016-03-23,2016-03-27T00:00:00+08:00,27/03/2016,Sunday,25,33,60,95,Afternoon passing showers.,Passing Showers,15,30,NE
2016-03-24,2016-03-25T00:00:00+08:00,25/03/2016,Friday,24,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,VARIABLE
2016-03-24,2016-03-26T00:00:00+08:00,26/03/2016,Saturday,24,34,55,95,Afternoon thundery showers.,Thundery Showers,10,25,NE
2016-03-24,2016-03-27T00:00:00+08:00,27/03/2016,Sunday,25,33,55,90,Afternoon passing showers.,Passing Showers,15,35,NE
2016-03-24,2016-03-28T00:00:00+08:00,28/03/2016,Monday,25,33,55,90,Afternoon passing showers.,Passing Showers,15,30,NE
2016-03-25,2016-03-26T00:00:00+08:00,26/03/2016,Saturday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,25,NE
2016-03-25,2016-03-27T00:00:00+08:00,27/03/2016,Sunday,25,33,55,95,Afternoon passing showers.,Passing Showers,15,35,NE
2016-03-25,2016-03-28T00:00:00+08:00,28/03/2016,Monday,24,33,55,90,Afternoon passing showers.,Passing Showers,15,30,NE
2016-03-25,2016-03-29T00:00:00+08:00,29/03/2016,Tuesday,24,32,55,90,Morning thundery showers.,Thundery Showers,10,25,NE
2016-03-26,2016-03-27T00:00:00+08:00,27/03/2016,Sunday,25,33,55,95,Occasionally windy. Afternoon passing showers.,Passing Showers,15,30,NE
2016-03-26,2016-03-28T00:00:00+08:00,28/03/2016,Monday,25,34,50,90,Occasionally windy. Afternoon passing showers.,Passing Showers,20,35,NE
2016-03-26,2016-03-29T00:00:00+08:00,29/03/2016,Tuesday,25,33,55,90,Occasionally windy. Afternoon passing showers.,Passing Showers,15,30,NE
2016-03-26,2016-03-30T00:00:00+08:00,30/03/2016,Wednesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,25,NE
2016-03-27,2016-03-28T00:00:00+08:00,28/03/2016,Monday,25,35,55,95,Occasionally windy. Afternoon passing showers.,Passing Showers,20,35,NE
2016-03-27,2016-03-29T00:00:00+08:00,29/03/2016,Tuesday,25,34,55,95,Occasionally windy. Afternoon passing showers.,Passing Showers,15,30,NE
2016-03-27,2016-03-30T00:00:00+08:00,30/03/2016,Wednesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,25,NE
2016-03-27,2016-03-31T00:00:00+08:00,31/03/2016,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-03-28,2016-03-29T00:00:00+08:00,29/03/2016,Tuesday,25,34,60,95,Occasionally windy. Afternoon passing showers.,Passing Showers,10,30,NE
2016-03-28,2016-03-30T00:00:00+08:00,30/03/2016,Wednesday,25,34,60,95,Late morning and afternoon thundery showers.,Thundery Showers,10,25,NE
2016-03-28,2016-03-31T00:00:00+08:00,31/03/2016,Thursday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-03-28,2016-04-01T00:00:00+08:00,01/04/2016,Friday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-03-29,2016-03-30T00:00:00+08:00,30/03/2016,Wednesday,25,34,50,95,Fair and warm.,Fair & Warm,10,30,NE
2016-03-29,2016-03-31T00:00:00+08:00,31/03/2016,Thursday,26,34,55,95,Fair and warm.,Fair & Warm,10,25,NE
2016-03-29,2016-04-01T00:00:00+08:00,01/04/2016,Friday,26,35,55,95,Fair and warm.,Fair & Warm,10,20,NE
2016-03-29,2016-04-02T00:00:00+08:00,02/04/2016,Saturday,25,34,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,E
2016-03-30,2016-03-31T00:00:00+08:00,31/03/2016,Thursday,25,35,55,90,Fair and warm.,Fair & Warm,10,25,NE
2016-03-30,2016-04-01T00:00:00+08:00,01/04/2016,Friday,25,35,55,90,Fair and warm.,Fair & Warm,10,20,NE
2016-03-30,2016-04-02T00:00:00+08:00,02/04/2016,Saturday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-03-30,2016-04-03T00:00:00+08:00,03/04/2016,Sunday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-03-31,2016-04-01T00:00:00+08:00,01/04/2016,Friday,25,35,50,90,Fair and warm.,Fair & Warm,10,25,NE
2016-03-31,2016-04-02T00:00:00+08:00,02/04/2016,Saturday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-03-31,2016-04-03T00:00:00+08:00,03/04/2016,Sunday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-03-31,2016-04-04T00:00:00+08:00,04/04/2016,Monday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,E
2016-04-01,2016-04-02T00:00:00+08:00,02/04/2016,Saturday,25,35,50,90,Warm. Afternoon showers.,Light Showers,10,25,NE
2016-04-01,2016-04-03T00:00:00+08:00,03/04/2016,Sunday,25,33,60,95,Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-04-01,2016-04-04T00:00:00+08:00,04/04/2016,Monday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-04-01,2016-04-05T00:00:00+08:00,05/04/2016,Tuesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,E
2016-04-02,2016-04-03T00:00:00+08:00,03/04/2016,Sunday,25,35,60,95,Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-04-02,2016-04-04T00:00:00+08:00,04/04/2016,Monday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-04-02,2016-04-05T00:00:00+08:00,05/04/2016,Tuesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,E
2016-04-02,2016-04-06T00:00:00+08:00,06/04/2016,Wednesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-03,2016-04-04T00:00:00+08:00,04/04/2016,Monday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-04-03,2016-04-05T00:00:00+08:00,05/04/2016,Tuesday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,ENE
2016-04-03,2016-04-06T00:00:00+08:00,06/04/2016,Wednesday,25,35,55,95,Warm. Late afternoon and evening thundery showers.,Thundery Showers,5,15,ENE
2016-04-03,2016-04-07T00:00:00+08:00,07/04/2016,Thursday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-04-04,2016-04-05T00:00:00+08:00,05/04/2016,Tuesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-04-04,2016-04-06T00:00:00+08:00,06/04/2016,Wednesday,25,35,60,90,Afternoon thundery showers.,Thundery Showers,5,20,ENE
2016-04-04,2016-04-07T00:00:00+08:00,07/04/2016,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,20,E
2016-04-04,2016-04-08T00:00:00+08:00,08/04/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,20,E
2016-04-05,2016-04-06T00:00:00+08:00,06/04/2016,Wednesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,20,ENE
2016-04-05,2016-04-07T00:00:00+08:00,07/04/2016,Thursday,25,35,50,90,Warm. Afternoon showers.,Showers,5,20,ENE
2016-04-05,2016-04-08T00:00:00+08:00,08/04/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,20,E
2016-04-05,2016-04-09T00:00:00+08:00,09/04/2016,Saturday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,ESE
2016-04-06,2016-04-07T00:00:00+08:00,07/04/2016,Thursday,25,35,55,90,Warm. Late afternoon showers.,Showers,5,20,ENE
2016-04-06,2016-04-08T00:00:00+08:00,08/04/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,E
2016-04-06,2016-04-09T00:00:00+08:00,09/04/2016,Saturday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,ENE
2016-04-06,2016-04-10T00:00:00+08:00,10/04/2016,Sunday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,ENE
2016-04-12,2016-04-13T00:00:00+08:00,13/04/2016,Wednesday,24,34,65,95,Morning thundery showers.,Thundery Showers,15,30,WNW
2016-04-12,2016-04-14T00:00:00+08:00,14/04/2016,Thursday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-12,2016-04-15T00:00:00+08:00,15/04/2016,Friday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-12,2016-04-16T00:00:00+08:00,16/04/2016,Saturday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-04-13,2016-04-14T00:00:00+08:00,14/04/2016,Thursday,25,35,50,95,Warm. Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-13,2016-04-15T00:00:00+08:00,15/04/2016,Friday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,SSW
2016-04-13,2016-04-16T00:00:00+08:00,16/04/2016,Saturday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-13,2016-04-17T00:00:00+08:00,17/04/2016,Sunday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-04-14,2016-04-15T00:00:00+08:00,15/04/2016,Friday,25,35,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2016-04-14,2016-04-16T00:00:00+08:00,16/04/2016,Saturday,25,35,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,15,SE
2016-04-14,2016-04-17T00:00:00+08:00,17/04/2016,Sunday,25,34,60,95,Morning thundery showers,Thundery Showers,10,20,E
2016-04-14,2016-04-18T00:00:00+08:00,18/04/2016,Monday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,25,E
2016-04-15,2016-04-16T00:00:00+08:00,16/04/2016,Saturday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-15,2016-04-17T00:00:00+08:00,17/04/2016,Sunday,24,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-04-15,2016-04-18T00:00:00+08:00,18/04/2016,Monday,24,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,E
2016-04-15,2016-04-19T00:00:00+08:00,19/04/2016,Tuesday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,25,E
2016-04-16,2016-04-17T00:00:00+08:00,17/04/2016,Sunday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-04-16,2016-04-18T00:00:00+08:00,18/04/2016,Monday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,ENE
2016-04-16,2016-04-19T00:00:00+08:00,19/04/2016,Tuesday,24,34,55,90,Afternoon showers.,Showers,10,25,ENE
2016-04-16,2016-04-20T00:00:00+08:00,20/04/2016,Wednesday,24,34,55,90,Afternoon showers.,Showers,10,25,E
2016-04-17,2016-04-18T00:00:00+08:00,18/04/2016,Monday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,10,25,ENE
2016-04-17,2016-04-19T00:00:00+08:00,19/04/2016,Tuesday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,10,25,ENE
2016-04-17,2016-04-20T00:00:00+08:00,20/04/2016,Wednesday,25,35,55,90,Warm. Afternoon showers.,Showers,10,20,ENE
2016-04-17,2016-04-21T00:00:00+08:00,21/04/2016,Thursday,25,35,55,90,Warm. Afternoon showers.,Showers,10,20,E
2016-04-18,2016-04-19T00:00:00+08:00,19/04/2016,Tuesday,25,35,55,90,Warm. Afternoon thundery showers.,Thundery Showers,15,25,ENE
2016-04-18,2016-04-20T00:00:00+08:00,20/04/2016,Wednesday,25,35,60,90,Warm. Afternoon thundery showers.,Thundery Showers,10,25,NE
2016-04-18,2016-04-21T00:00:00+08:00,21/04/2016,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,E
2016-04-18,2016-04-22T00:00:00+08:00,22/04/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-19,2016-04-20T00:00:00+08:00,20/04/2016,Wednesday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-04-19,2016-04-21T00:00:00+08:00,21/04/2016,Thursday,24,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-19,2016-04-22T00:00:00+08:00,22/04/2016,Friday,24,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-19,2016-04-23T00:00:00+08:00,23/04/2016,Saturday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-20,2016-04-21T00:00:00+08:00,21/04/2016,Thursday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,NE
2016-04-20,2016-04-22T00:00:00+08:00,22/04/2016,Friday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-20,2016-04-23T00:00:00+08:00,23/04/2016,Saturday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-20,2016-04-24T00:00:00+08:00,24/04/2016,Sunday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-21,2016-04-22T00:00:00+08:00,22/04/2016,Friday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,NE
2016-04-21,2016-04-23T00:00:00+08:00,23/04/2016,Saturday,25,34,50,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-21,2016-04-24T00:00:00+08:00,24/04/2016,Sunday,24,33,60,95,Late morning and afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-21,2016-04-25T00:00:00+08:00,25/04/2016,Monday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-22,2016-04-23T00:00:00+08:00,23/04/2016,Saturday,25,35,60,95,Afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-22,2016-04-24T00:00:00+08:00,24/04/2016,Sunday,25,33,60,95,Late morning and afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-22,2016-04-25T00:00:00+08:00,25/04/2016,Monday,25,34,60,95,Morning thundery showers.,Thundery Showers,10,20,SSW
2016-04-22,2016-04-26T00:00:00+08:00,26/04/2016,Tuesday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2016-04-23,2016-04-24T00:00:00+08:00,24/04/2016,Sunday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-23,2016-04-25T00:00:00+08:00,25/04/2016,Monday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2016-04-23,2016-04-26T00:00:00+08:00,26/04/2016,Tuesday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2016-04-23,2016-04-27T00:00:00+08:00,27/04/2016,Wednesday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2016-04-25,2016-04-26T00:00:00+08:00,26/04/2016,Tuesday,25,34,50,95,Afternoon thundery showers.,Thundery Showers,10,20,SSW
2016-04-25,2016-04-27T00:00:00+08:00,27/04/2016,Wednesday,25,34,50,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-25,2016-04-28T00:00:00+08:00,28/04/2016,Thursday,25,34,50,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-25,2016-04-29T00:00:00+08:00,29/04/2016,Friday,25,34,50,95,Afternoon thundery showers.,Thundery Showers,5,15,SE
2016-04-26,2016-04-27T00:00:00+08:00,27/04/2016,Wednesday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-26,2016-04-28T00:00:00+08:00,28/04/2016,Thursday,25,34,55,95,Late morning and afternoon thundery showers.,Thundery Showers,10,20,SW
2016-04-26,2016-04-29T00:00:00+08:00,29/04/2016,Friday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-26,2016-04-30T00:00:00+08:00,30/04/2016,Saturday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,SE
2016-04-27,2016-04-28T00:00:00+08:00,28/04/2016,Thursday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2016-04-27,2016-04-29T00:00:00+08:00,29/04/2016,Friday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,SSE
2016-04-27,2016-04-30T00:00:00+08:00,30/04/2016,Saturday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-27,2016-05-01T00:00:00+08:00,01/05/2016,Sunday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-28,2016-04-29T00:00:00+08:00,29/04/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,S
2016-04-28,2016-04-30T00:00:00+08:00,30/04/2016,Saturday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-28,2016-05-01T00:00:00+08:00,01/05/2016,Sunday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2016-04-28,2016-05-02T00:00:00+08:00,02/05/2016,Monday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-29,2016-04-30T00:00:00+08:00,30/04/2016,Saturday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-29,2016-05-01T00:00:00+08:00,01/05/2016,Sunday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-29,2016-05-02T00:00:00+08:00,02/05/2016,Monday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,SSE
2016-04-29,2016-05-03T00:00:00+08:00,03/05/2016,Tuesday,26,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-30,2016-05-01T00:00:00+08:00,01/05/2016,Sunday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-04-30,2016-05-02T00:00:00+08:00,02/05/2016,Monday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,E
2016-04-30,2016-05-03T00:00:00+08:00,03/05/2016,Tuesday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SE
2016-04-30,2016-05-04T00:00:00+08:00,04/05/2016,Wednesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-05-01,2016-05-02T00:00:00+08:00,02/05/2016,Monday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,10,20,SE
2016-05-01,2016-05-03T00:00:00+08:00,03/05/2016,Tuesday,25,35,50,95,Warm. Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SE
2016-05-01,2016-05-04T00:00:00+08:00,04/05/2016,Wednesday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-05-01,2016-05-05T00:00:00+08:00,05/05/2016,Thursday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-05-02,2016-05-03T00:00:00+08:00,03/05/2016,Tuesday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-02,2016-05-04T00:00:00+08:00,04/05/2016,Wednesday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-02,2016-05-05T00:00:00+08:00,05/05/2016,Thursday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,20,W
2016-05-02,2016-05-06T00:00:00+08:00,06/05/2016,Friday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,20,W
2016-05-03,2016-05-04T00:00:00+08:00,04/05/2016,Wednesday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-03,2016-05-05T00:00:00+08:00,05/05/2016,Thursday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-03,2016-05-06T00:00:00+08:00,06/05/2016,Friday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-03,2016-05-07T00:00:00+08:00,07/05/2016,Saturday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-05-04,2016-05-05T00:00:00+08:00,05/05/2016,Thursday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-04,2016-05-06T00:00:00+08:00,06/05/2016,Friday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-04,2016-05-07T00:00:00+08:00,07/05/2016,Saturday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2016-05-04,2016-05-08T00:00:00+08:00,08/05/2016,Sunday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2016-05-05,2016-05-06T00:00:00+08:00,06/05/2016,Friday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-05,2016-05-07T00:00:00+08:00,07/05/2016,Saturday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2016-05-05,2016-05-08T00:00:00+08:00,08/05/2016,Sunday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2016-05-05,2016-05-09T00:00:00+08:00,09/05/2016,Monday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2016-05-06,2016-05-07T00:00:00+08:00,07/05/2016,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2016-05-06,2016-05-08T00:00:00+08:00,08/05/2016,Sunday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2016-05-06,2016-05-09T00:00:00+08:00,09/05/2016,Monday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-06,2016-05-10T00:00:00+08:00,10/05/2016,Tuesday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-07,2016-05-08T00:00:00+08:00,08/05/2016,Sunday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2016-05-07,2016-05-09T00:00:00+08:00,09/05/2016,Monday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-07,2016-05-10T00:00:00+08:00,10/05/2016,Tuesday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-07,2016-05-11T00:00:00+08:00,11/05/2016,Wednesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-08,2016-05-09T00:00:00+08:00,09/05/2016,Monday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-08,2016-05-10T00:00:00+08:00,10/05/2016,Tuesday,25,35,50,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-08,2016-05-11T00:00:00+08:00,11/05/2016,Wednesday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-08,2016-05-12T00:00:00+08:00,12/05/2016,Thursday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SE
2016-05-09,2016-05-10T00:00:00+08:00,10/05/2016,Tuesday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-09,2016-05-11T00:00:00+08:00,11/05/2016,Wednesday,25,35,60,95,Warm. Afternoon thundery showers.,Thundery Showers,5,20,VARIABLE
2016-05-09,2016-05-12T00:00:00+08:00,12/05/2016,Thursday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SE
2016-05-09,2016-05-13T00:00:00+08:00,13/05/2016,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-10,2016-05-11T00:00:00+08:00,11/05/2016,Wednesday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2016-05-10,2016-05-12T00:00:00+08:00,12/05/2016,Thursday,25,35,55,95,Warm. Afternoon thundery showers.,Thundery Showers,10,25,SE
2016-05-10,2016-05-13T00:00:00+08:00,13/05/2016,Friday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,20,SE
2016-05-10,2016-05-14T00:00:00+08:00,14/05/2016,Saturday,25,34,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,20,SE
